Iteration	Posterior	Likelihood	Prior	rate_log_sd	tree_length
2742	-2427.901	-2503.178	75.27729	0.629736	5.200245
2748	-2427.459	-2504.269	76.81007	0.7437974	4.279375
2754	-2425.42	-2502.749	77.32872	0.7731506	3.967544
2760	-2426.047	-2502.569	76.52203	0.7782254	4.422647
2766	-2429.952	-2507.939	77.98676	0.9857159	3.464441
2772	-2426.57	-2503.526	76.95621	1.076814	4.006901
2778	-2425.472	-2503.45	77.97837	1.065921	3.422434
2784	-2427.234	-2504.711	77.47632	0.9584516	3.776403
2790	-2431.377	-2508.356	76.97924	0.8426944	4.12724
2796	-2430.841	-2508.689	77.84741	0.832366	3.634794
2802	-2440.584	-2518.444	77.8595	0.8261595	3.631379
2808	-2436.424	-2512.23	75.80609	0.9571925	4.724101
2814	-2431.831	-2509.322	77.49082	0.9058292	3.798364
2820	-2432.531	-2509.437	76.90574	0.7354855	4.229878
2826	-2434.473	-2511.421	76.94849	0.9236932	4.098641
2832	-2438.552	-2515.872	77.31958	0.9270778	3.884584
2838	-2431.535	-2508.601	77.06649	0.7780395	4.114385
2844	-2432.241	-2509.619	77.37863	0.9734395	3.82402
2850	-2436.287	-2513.879	77.5927	0.8088283	3.795554
2856	-2436.663	-2512.15	75.48705	0.7300773	5.02839
2862	-2437.99	-2514.417	76.42783	0.6584793	4.543048
2868	-2437.774	-2514.614	76.84028	0.6959886	4.289338
2874	-2427.105	-2504.411	77.30531	0.7557174	3.990899
2880	-2431.604	-2507.389	75.78488	0.7075231	4.875293
2886	-2433.585	-2509.287	75.70241	0.7974609	4.871132
2892	-2434.367	-2510.714	76.34796	0.7449499	4.539338
2898	-2431.901	-2507.953	76.05191	0.8883311	4.625023
2904	-2441.544	-2517.922	76.37861	0.5752489	4.617388
2910	-2430.034	-2506.142	76.10814	0.648326	4.727915
2916	-2433.262	-2509.02	75.75807	0.64877	4.922934
2922	-2429.487	-2506.618	77.13097	0.883343	4.017588
2928	-2434.747	-2511.451	76.70468	0.9771222	4.206863
2934	-2432.863	-2509.972	77.10983	1.082509	3.915733
2940	-2432.97	-2511.107	78.13647	0.9792785	3.380549
2946	-2433.822	-2512.043	78.22112	1.064025	3.280885
2952	-2434.493	-2511.408	76.91508	0.8675431	4.1496
2958	-2436.165	-2512.08	75.9144	0.8328896	4.733045
2964	-2439.23	-2515.076	75.84643	0.8409025	4.766548
2970	-2437.983	-2514.313	76.32967	0.784343	4.527482
2976	-2444.361	-2519.093	74.73187	0.6438543	5.493305
2982	-2439.172	-2513.824	74.65201	0.6310796	5.544241
2988	-2444.626	-2521.849	77.22219	0.8071907	4.008982
2994	-2437.145	-2513.138	75.99336	0.7435703	4.738834
3000	-2434.639	-2510.42	75.78095	0.620341	4.926022
3006	-2434.681	-2510.696	76.01476	0.6453614	4.781744
3012	-2439.399	-2514.087	74.6874	0.7083017	5.482315
3018	-2436.205	-2512.404	76.19918	0.8202062	4.580628
3024	-2431.653	-2508.795	77.14236	0.8984342	4.002459
3030	-2430.984	-2508.238	77.25488	0.9064324	3.933514
3036	-2431.556	-2507.928	76.37224	0.8863022	4.446151
3042	-2427.418	-2504.312	76.89421	0.8038343	4.197641
3048	-2429.054	-2504.446	75.3921	0.6929035	5.101685
3054	-2430.725	-2507.257	76.53252	0.6929035	4.464805
3060	-2427.406	-2504.25	76.84422	0.8787649	4.183485
3066	-2424.632	-2500.879	76.24696	0.6281178	4.661537
3072	-2421.141	-2497.533	76.39145	0.621023	4.584508
3078	-2421.649	-2498.123	76.47428	0.7575873	4.461177
3084	-2418.79	-2494.744	75.95409	0.6947174	4.788064
3090	-2429.188	-2506.649	77.4607	0.7138755	3.925913
3096	-2427.492	-2504.313	76.82188	0.7372314	4.276406
3102	-2429.717	-2506.23	76.51253	0.6409368	4.505299
3108	-2423.282	-2499.501	76.21921	0.7220945	4.624425
3114	-2430.13	-2507.988	77.8585	1.003782	3.528733
3120	-2432.379	-2510.128	77.74891	1.091293	3.541589
3126	-2438.546	-2516.918	78.37228	1.088805	3.176795
3132	-2430.835	-2508.911	78.07564	1.083854	3.354864
3138	-2437.528	-2514.768	77.24009	0.8223037	3.990117
3144	-2434.978	-2512.037	77.05977	0.8376684	4.084254
3150	-2435.242	-2512.933	77.69168	0.9195749	3.674483
3156	-2433.925	-2511.386	77.46025	0.7524169	3.904083
3162	-2429.1	-2506.532	77.43177	0.9416904	3.811713
3168	-2432.121	-2508.917	76.79633	0.7594942	4.278266
3174	-2421.655	-2498.407	76.75221	0.8036098	4.278266
3180	-2427.254	-2503.166	75.91222	0.8528132	4.723121
3186	-2424.618	-2501.678	77.06077	0.7021297	4.16081
3192	-2431.004	-2507.893	76.88936	0.6640986	4.279607
3198	-2430.637	-2507.049	76.41214	0.9292535	4.399449
3204	-2431.544	-2508.5	76.95576	0.851127	4.1358
3210	-2427.688	-2505.419	77.73083	0.9651209	3.625412
3216	-2431.535	-2507.508	75.97307	0.9802988	4.617664
3222	-2434.75	-2511.678	76.92858	0.8564996	4.1482
3228	-2432.193	-2508.965	76.77222	0.8821451	4.222423
3234	-2434.698	-2510.774	76.07579	0.9107368	4.599067
3240	-2428.142	-2505.289	77.1466	0.7767869	4.069466
3246	-2429.492	-2506.674	77.18148	0.7419084	4.069466
3252	-2428.251	-2505.106	76.85479	0.6651281	4.298585
3258	-2431.361	-2508.177	76.81552	0.7416376	4.27751
3264	-2440.789	-2517.87	77.08138	0.8102056	4.087588
3270	-2431.876	-2508.517	76.6418	0.6253488	4.441305
3276	-2434.811	-2512.098	77.28732	0.7898891	3.981645
3282	-2435.147	-2511.431	76.28457	0.7311912	4.582664
3288	-2432.415	-2509.102	76.68665	0.6165702	4.420972
3294	-2432.836	-2509.043	76.20679	0.9059447	4.528201
3300	-2431.656	-2507.081	75.42475	0.6269459	5.120146
3306	-2425.428	-2501.334	75.90539	0.6287562	4.852031
3312	-2432.679	-2509.307	76.62846	0.7348777	4.387063
3318	-2445.139	-2521.897	76.75744	0.8424134	4.253326
3324	-2444.896	-2519.247	74.35072	0.6742818	5.685899
3330	-2439.894	-2515.706	75.81216	0.878211	4.76485
3336	-2436.703	-2513.134	76.43094	0.9405682	4.382454
3342	-2434.155	-2510.673	76.51814	0.8533662	4.382454
3348	-2436.746	-2513.416	76.66974	0.9196846	4.259234
3354	-2433.409	-2509.297	75.88778	0.8004278	4.766058
3360	-2436.836	-2513.92	77.08419	0.8764842	4.048202
3366	-2435.434	-2513.933	78.49905	0.9149353	3.204727
3372	-2428.965	-2507.132	78.16688	0.9738936	3.36586
3378	-2430.632	-2507.852	77.21947	0.8259344	3.999828
3384	-2438.612	-2515.892	77.28036	0.9432633	3.897797
3390	-2441.943	-2518.553	76.60944	0.8545905	4.330194
3396	-2436.283	-2512.359	76.07548	0.7434964	4.692947
3402	-2439.409	-2515.868	76.45901	0.5137975	4.60676
3408	-2430.444	-2506.763	76.31922	0.6535877	4.60676
3414	-2428.237	-2505.035	76.79876	0.8519409	4.224506
3420	-2437.289	-2514.27	76.98181	0.8650321	4.113065
3426	-2436.229	-2512.916	76.68668	0.8583701	4.284364
3432	-2433.453	-2509.933	76.4798	0.6315972	4.528949
3438	-2430.219	-2507.425	77.20637	0.8816968	3.975439
3444	-2430.943	-2506.829	75.88658	0.9303985	4.694064
3450	-2432.924	-2509.786	76.86164	0.8438689	4.193406
3456	-2435.05	-2511.339	76.28923	0.6892914	4.603556
3462	-2428.268	-2505.311	77.04366	0.8747066	4.072328
3468	-2425.704	-2501.751	76.0462	0.8197551	4.666644
3474	-2437.581	-2515.541	77.96075	0.9153934	3.520653
3480	-2436.279	-2512.799	76.51976	0.8694361	4.37247
3486	-2431.948	-2508.48	76.53169	0.8611195	4.370432
3492	-2431.816	-2508.144	76.32744	0.7543316	4.545595
3498	-2435.304	-2511.659	76.35488	0.7268937	4.545595
3504	-2429.41	-2506.775	77.36424	0.9486285	3.846561
3510	-2429.908	-2506.897	76.9892	0.9486285	4.061231
3516	-2429.267	-2506.08	76.81333	0.7545976	4.271412
3522	-2426.484	-2503.537	77.05274	1.020871	3.983704
3528	-2420.705	-2497.895	77.19002	0.8108665	4.025257
3534	-2419.476	-2495.547	76.07142	0.7628474	4.684389
3540	-2427.138	-2503.726	76.58824	0.7137693	4.421658
3546	-2423.601	-2500.289	76.688	0.7844338	4.325444
3552	-2440.099	-2516.634	76.53518	0.6594074	4.482161
3558	-2426.301	-2502.465	76.16382	0.7882363	4.618401
3564	-2431.797	-2508.775	76.97732	0.8143663	4.144447
3570	-2433.733	-2510.442	76.70868	0.9102723	4.242504
3576	-2434.191	-2511.091	76.90006	0.8336689	4.177383
3582	-2435.76	-2511.936	76.17572	0.7317387	4.643394
3588	-2442.615	-2519.481	76.86606	0.9015249	4.158147
3594	-2443.824	-2521.483	77.65839	0.7934085	3.766588
3600	-2442.376	-2519.466	77.09043	0.7919901	4.092807
3606	-2434.302	-2510.821	76.51853	0.8546456	4.381511
3612	-2436.471	-2513.086	76.61536	0.8246215	4.343784
3618	-2444.108	-2520.228	76.12001	0.7601014	4.658717
3624	-2446.917	-2523.523	76.6059	0.890343	4.311978
3630	-2441.177	-2518.592	77.41498	0.8665194	3.864578
3636	-2431.713	-2509.142	77.42862	0.8039216	3.892684
3642	-2425.888	-2502.546	76.6574	0.8039216	4.331728
3648	-2432.466	-2509.451	76.9845	0.7542286	4.174544
3654	-2425.602	-2502.495	76.89291	0.7881263	4.207293
3660	-2436.229	-2512.618	76.38926	0.7726365	4.500554
3666	-2433.747	-2509.983	76.23649	0.7843328	4.579823
3672	-2425.485	-2502.469	76.98449	0.8173648	4.138665
3678	-2427.55	-2503.73	76.17991	0.9093278	4.541405
3684	-2425.233	-2501.778	76.54557	0.7998886	4.397151
3690	-2445.597	-2522.76	77.16262	1.067207	3.894238
3696	-2441.307	-2516.742	75.43464	0.6556854	5.098735
3702	-2427.841	-2505.1	77.25897	0.7879768	3.998943
3708	-2433.681	-2510.875	77.19428	0.76453	4.049265
3714	-2430.593	-2505.787	75.19403	0.8646683	5.116266
3720	-2429.156	-2504.451	75.29446	0.7642361	5.116266
3726	-2429.695	-2506.04	76.34503	0.7626909	4.531015
3732	-2420.55	-2497.117	76.56695	0.8711331	4.344856
3738	-2424.162	-2501.476	77.31364	0.794731	3.963821
3744	-2426.364	-2502.943	76.5792	0.7936537	4.381696
3750	-2423.75	-2500.506	76.75513	0.7679707	4.296788
3756	-2421.971	-2498.603	76.63258	0.8905158	4.296788
3762	-2424.667	-2500.103	75.43562	0.7050621	5.070815
3768	-2425.641	-2500.562	74.92091	0.6706919	5.374428
3774	-2442.674	-2519.712	77.03817	0.9800234	4.015372
3780	-2452.36	-2529.591	77.23126	0.8801975	3.962058
3786	-2442.989	-2518.63	75.64038	0.706642	4.956215
3792	-2438.667	-2515.782	77.11446	0.8512301	4.04534
3798	-2438.946	-2516.751	77.80513	1.131239	3.485527
3804	-2431.915	-2510.399	78.48356	0.980473	3.175048
3810	-2427.456	-2505.93	78.47329	0.9907394	3.175048
3816	-2421.302	-2497.994	76.69266	0.7135056	4.362889
3822	-2426.595	-2503.097	76.50195	0.9042147	4.362889
3828	-2429.322	-2506.785	77.46283	0.6807715	3.943657
3834	-2424.113	-2500.814	76.70158	0.8502614	4.280522
3840	-2427.795	-2504.619	76.82458	0.7146016	4.287685
3846	-2426.699	-2503.005	76.30503	0.6496782	4.616913
3852	-2426.659	-2502.975	76.31612	0.6385873	4.616913
3858	-2428.72	-2505.682	76.96286	0.9424144	4.079786
3864	-2432.94	-2510.647	77.7071	0.8718224	3.693185
3870	-2433.196	-2510.086	76.89048	0.955266	4.11369
3876	-2432.82	-2508.968	76.148	0.7263828	4.661928
3882	-2434.956	-2510.724	75.76805	0.6661266	4.907722
3888	-2431.49	-2508.869	77.37888	0.8350536	3.903355
3894	-2426.529	-2503.178	76.64921	0.7891167	4.344722
3900	-2427.852	-2505.17	77.31769	0.8180184	3.948178
3906	-2423.658	-2500.907	77.24883	0.9502525	3.911869
3912	-2430.722	-2507.243	76.52099	0.7626336	4.432017
3918	-2435.532	-2511.426	75.89369	0.7259008	4.804372
3924	-2436.004	-2511.851	75.84725	0.7476469	4.818149
3930	-2430.546	-2506.698	76.152	0.8129498	4.611167
3936	-2428.14	-2503.712	75.57276	0.7529802	4.968049
3942	-2426.826	-2502.542	75.71581	0.7478527	4.8913
3948	-2426.047	-2501.488	75.44094	0.6789814	5.082327
3954	-2423.079	-2499.372	76.29268	0.6971649	4.597204
3960	-2421.139	-2498.394	77.25512	0.8071656	3.99018
3966	-2425.47	-2502.182	76.71252	0.6808104	4.370137
3972	-2419.959	-2497.369	77.41059	0.8586752	3.871605
3978	-2423.798	-2500.018	76.21959	0.8729881	4.539527
3984	-2422.359	-2498.964	76.60476	0.7745902	4.378026
3990	-2431.761	-2508.869	77.10834	0.7402123	4.112091
3996	-2431.114	-2507.894	76.78002	0.7354356	4.301112
4002	-2429.899	-2506.151	76.25206	0.6917542	4.623021
4008	-2435.926	-2512.175	76.24898	0.694837	4.623021
4014	-2435.663	-2511.708	76.04511	0.6914266	4.739053
4020	-2441.065	-2518.482	77.41632	0.7224369	3.94643
4026	-2438.293	-2513.616	75.32235	0.6188878	5.181314
4032	-2432.931	-2508.985	76.05476	0.8321102	4.654933
4038	-2427.536	-2504.554	77.01794	0.7438241	4.161451
4044	-2431.616	-2507.451	75.83512	0.9361737	4.719623
4050	-2438.303	-2514.975	76.67249	0.8567691	4.293302
4056	-2440.082	-2516.715	76.63277	1.016754	4.22517
4062	-2433.08	-2510.562	77.48183	0.9419114	3.782757
4068	-2434.019	-2513.201	79.18151	1.178706	2.633441
4074	-2437.31	-2513.876	76.56645	1.129662	4.198737
4080	-2444.322	-2520.796	76.47384	0.6800786	4.50504
4086	-2443.34	-2519.529	76.1889	0.9650257	4.50504
4092	-2441.656	-2517.967	76.31066	0.6124074	4.634651
4098	-2434.893	-2510.871	75.97791	0.8196567	4.704924
4104	-2440.441	-2517.428	76.98687	0.7736151	4.162181
4110	-2433.7	-2509.665	75.9645	0.7705813	4.739866
4116	-2434.418	-2510.473	76.05552	0.7128471	4.721256
4122	-2432.646	-2509.305	76.65918	0.8488279	4.305328
4128	-2431.843	-2507.889	76.04652	0.6885785	4.739858
4134	-2431.681	-2508.303	76.62165	0.7775414	4.366827
4140	-2432.893	-2510.611	77.71719	0.6957496	3.788984
4146	-2426.252	-2503.86	77.60788	0.8037179	3.789754
4152	-2425.444	-2502.286	76.84277	0.7944404	4.232154
4158	-2428.711	-2505.387	76.67627	0.6677192	4.39798
4164	-2430.201	-2507.356	77.15573	0.8255577	4.036441
4170	-2428.476	-2505.318	76.84175	0.7973462	4.231084
4176	-2439.952	-2515.65	75.69762	0.8980956	4.817693
4182	-2429.35	-2505.362	76.01142	0.6869714	4.760372
4188	-2426.858	-2503.967	77.1095	0.8876188	4.027407
4194	-2430.513	-2507.752	77.23897	0.7581494	4.027407
4200	-2434.358	-2511.501	77.14224	0.8548802	4.027407
4206	-2429.588	-2506.435	76.84676	0.8592176	4.19314
4212	-2426.12	-2502.758	76.63865	0.8285169	4.32842
4218	-2431.256	-2506.128	74.87139	0.687083	5.392686
4224	-2422.695	-2498.534	75.83932	0.7043798	4.846702
4230	-2423.07	-2499.392	76.32123	0.8769481	4.480142
4236	-2419.774	-2496.195	76.42127	0.7769068	4.480142
4242	-2426.274	-2503.825	77.55029	0.8343859	3.80526
4248	-2424.529	-2501.478	76.94888	0.88206	4.122116
4254	-2426.639	-2504.07	77.43181	0.9025211	3.834221
4260	-2434.091	-2510.838	76.74695	0.745663	4.314035
4266	-2430.303	-2506.475	76.17247	0.8439072	4.582315
4272	-2419.202	-2497.11	77.9079	0.9095272	3.554845
4278	-2420.482	-2498.496	78.01473	0.8834441	3.507811
4284	-2429.623	-2507.815	78.1921	0.8137372	3.44494
4290	-2430.909	-2506.783	75.87362	0.6214231	4.873819
4296	-2431.947	-2508.816	76.86883	0.7658603	4.23358
4302	-2436.27	-2513.097	76.8277	0.806999	4.23358
4308	-2434.471	-2510.975	76.50365	0.8779361	4.376765
4314	-2436.302	-2512.954	76.6521	0.8546138	4.306056
4320	-2437.156	-2513.858	76.70276	0.8039579	4.306056
4326	-2431.299	-2508.251	76.95189	0.9134679	4.102527
4332	-2431.39	-2508.033	76.64262	0.9764367	4.242446
4338	-2432.061	-2508.2	76.13891	0.8068786	4.621915
4344	-2432.056	-2507.203	75.1475	0.774675	5.191863
4350	-2427.673	-2503.637	75.96411	0.6088261	4.8304
4356	-2431.706	-2507.814	76.10836	0.8856925	4.594846
4362	-2420.581	-2497.579	76.99893	0.7159683	4.188078
4368	-2424.399	-2501.8	77.40141	0.882059	3.863448
4374	-2432.719	-2508.581	75.8629	0.7502817	4.807945
4380	-2431.946	-2508.992	77.04639	0.8786381	4.06853
4386	-2432.041	-2509.087	77.04639	0.8786381	4.06853
4392	-2436.622	-2512.927	76.30472	0.7641681	4.552836
4398	-2435.064	-2510.71	75.64615	0.7157198	4.947954
4404	-2436.876	-2513.828	76.95184	0.7380161	4.202289
4410	-2431.406	-2507.41	76.00342	0.7807214	4.712436
4416	-2430.903	-2506.875	75.97222	0.811917	4.712436
4422	-2427.489	-2504.989	77.49939	0.7553785	3.879928
4428	-2425.097	-2501.033	75.93593	0.7318275	4.777484
4434	-2421.93	-2498.471	76.541	0.829882	4.382809
4440	-2426.977	-2504.405	77.4288	0.9145193	3.829053
4446	-2435.954	-2513.508	77.55412	1.005725	3.704218
4452	-2432.541	-2510.183	77.64192	0.9179213	3.704218
4458	-2432.27	-2509.258	76.9881	0.738201	4.181602
4464	-2431.412	-2508.378	76.96615	0.8662491	4.121288
4470	-2432.117	-2507.973	75.85618	0.8013818	4.783175
4476	-2436.39	-2512.48	76.09083	0.7473947	4.682171
4482	-2432.288	-2509.153	76.86488	0.8397422	4.193908
4488	-2428.657	-2505.411	76.75404	0.8414496	4.255797
4494	-2431.167	-2507.964	76.79785	0.9088003	4.192756
4500	-2426.256	-2503.556	77.30041	0.7631311	3.989461
4506	-2421.799	-2498.165	76.36545	0.9020722	4.441094
4512	-2432.257	-2509.877	77.62001	0.8783635	3.739724
4518	-2429.683	-2508.262	78.57902	1.042491	3.081331
4524	-2436.498	-2515.109	78.61099	1.017195	3.077345
4530	-2431.241	-2507.874	76.63371	1.00191	4.233055
4536	-2437.731	-2514.437	76.70629	1.060651	4.158509
4542	-2428.224	-2505.691	77.4664	0.8860421	3.823808
4548	-2425.852	-2501.63	75.77827	0.7473797	4.856765
4554	-2424.076	-2501.159	77.08253	0.7337782	4.130444
4560	-2420.557	-2497.8	77.24306	0.895883	3.946324
4566	-2424.729	-2501.988	77.25885	0.8389412	3.969876
4572	-2427.746	-2504.742	76.99613	0.8722338	4.100817
4578	-2441.082	-2518.95	77.86824	0.8722338	3.599577
4584	-2438.778	-2516.486	77.70861	1.031863	3.599577
4590	-2430.205	-2506.934	76.7285	0.8270421	4.278425
4596	-2429.983	-2506.719	76.73619	0.9083216	4.228016
4602	-2426.939	-2504.375	77.43646	0.7622155	3.912105
4608	-2432.711	-2509.849	77.13841	0.815318	4.052162
4614	-2424.15	-2502.364	78.21457	0.9198518	3.369589
4620	-2432.948	-2511.304	78.35669	1.174648	3.135056
4626	-2419.769	-2496.582	76.81305	0.7875492	4.252903
4632	-2429.156	-2505.969	76.81305	0.7875492	4.252903
4638	-2420.126	-2497.555	77.42994	0.9014686	3.835903
4644	-2425.443	-2501.557	76.11314	0.8677655	4.60222
4650	-2423.631	-2499.965	76.33399	0.7457736	4.546725
4656	-2436.379	-2513.071	76.69204	0.6521873	4.397849
4662	-2429.802	-2507.145	77.34302	0.837422	3.922556
4668	-2430.882	-2508.258	77.3757	0.8047349	3.922556
4674	-2424.508	-2500.234	75.72614	0.7431075	4.88819
4680	-2432.313	-2507.96	75.64711	0.8221356	4.88819
4686	-2429.664	-2505.363	75.69905	0.7430997	4.903283
4692	-2437.075	-2513.261	76.18643	0.5539649	4.7369
4698	-2434.096	-2511.215	77.11937	0.769648	4.089052
4704	-2434.207	-2510.075	75.86803	0.7528321	4.803662
4710	-2428.623	-2504.196	75.57235	0.7598384	4.964464
4716	-2429.365	-2505.698	76.33272	0.751743	4.544085
4722	-2438.924	-2515.173	76.24838	0.8360787	4.544085
4728	-2445.726	-2522.311	76.58551	0.9111463	4.311748
4734	-2431.003	-2507.851	76.8483	0.8700938	4.186091
4740	-2427.02	-2503.759	76.73947	0.8737578	4.245747
4746	-2438.451	-2513.2	74.74851	0.8470123	5.372268
4752	-2428.584	-2505.032	76.4483	0.7572175	4.47601
4758	-2429.168	-2505.652	76.48314	0.7572175	4.456397
4764	-2434.364	-2510.87	76.50609	0.734268	4.456397
4770	-2426.318	-2502.852	76.53377	0.7864894	4.411367
4776	-2425.41	-2502.287	76.87677	0.8048719	4.206954
4782	-2423.586	-2501.041	77.45464	0.8869897	3.830024
4788	-2432.562	-2510.371	77.80895	0.9761973	3.57362
4794	-2431.062	-2507.904	76.84181	0.8381126	4.20793
4800	-2431.77	-2509.03	77.25956	1.038855	3.854863
4806	-2431.924	-2509.559	77.63447	0.9192212	3.707771
4812	-2427.087	-2503.2	76.11392	0.7526223	4.666316
4818	-2432.627	-2508.828	76.20072	0.6658232	4.666316
4824	-2426.095	-2502.858	76.76318	0.76423	4.294349
4830	-2427.194	-2503.966	76.77171	0.7556971	4.294349
4836	-2429.947	-2507.818	77.87024	0.9058859	3.578863
4842	-2422.744	-2499.866	77.12221	0.8644933	4.033349
4848	-2423.607	-2500.008	76.40111	0.5507663	4.618499
4854	-2426.546	-2502.991	76.44474	0.5856224	4.574469
4860	-2437.801	-2514.123	76.32212	0.8380438	4.501531
4866	-2432.287	-2509.598	77.311	0.9785398	3.859962
4872	-2436.416	-2512.785	76.36883	0.7349224	4.533245
4878	-2432.834	-2509.106	76.27257	0.7349224	4.587304
4884	-2433.905	-2510.648	76.74353	0.8500122	4.256904
4890	-2440.568	-2516.337	75.76852	0.7458558	4.863051
4896	-2433.523	-2508.842	75.31958	0.7438625	5.113637
4902	-2437.456	-2513.491	76.03459	0.7442002	4.715431
4908	-2426.006	-2502.732	76.72604	0.7693426	4.312469
4914	-2432.541	-2508.213	75.67154	0.848105	4.860112
4920	-2441.868	-2517.758	75.89023	0.7245298	4.807065
4926	-2429.552	-2506.098	76.54602	0.7788718	4.408753
4932	-2433.807	-2511.132	77.32481	0.8241542	3.940587
4938	-2434.475	-2511.79	77.31487	1.008625	3.84045
4944	-2441.587	-2519.138	77.55078	0.7748171	3.839245
4950	-2436.043	-2513.248	77.20507	0.9392996	3.943216
4956	-2434.137	-2510.92	76.7835	0.9392996	4.183586
4962	-2434.878	-2509.53	74.65161	0.7349647	5.487338
4968	-2427.83	-2505.08	77.24934	0.9112699	3.933916
4974	-2429.67	-2505.447	75.77705	0.763791	4.848295
4980	-2435.041	-2511.557	76.51595	0.7721397	4.429504
4986	-2434.459	-2510.885	76.42618	0.8619034	4.429504
4992	-2433.002	-2509.566	76.56422	0.9206524	4.318408
4998	-2434.723	-2510.537	75.81384	0.9134299	4.744233
5004	-2433.66	-2511.13	77.47004	0.8592019	3.837147
5010	-2435.637	-2514.381	78.74346	0.9180385	3.057443
5016	-2429.931	-2507.062	77.13126	0.8470969	4.038112
5022	-2431.105	-2507.825	76.71971	0.6828526	4.36492
5028	-2430.5	-2507.855	77.35584	0.7681142	3.954907
5034	-2424.719	-2501.805	77.0854	0.7786681	4.103263
5040	-2425.296	-2500.598	75.30241	0.6930472	5.151302
5046	-2438.474	-2514.975	76.50106	1.005525	4.306129
5052	-2427.678	-2504.608	76.93002	0.9365779	4.10182
5058	-2429.396	-2507.204	77.80733	0.8264682	3.661433
5064	-2440.539	-2516.323	75.78349	0.6020423	4.934794
5070	-2426.281	-2501.939	75.65834	0.6278846	4.990008
5076	-2428.18	-2503.846	75.66547	0.6207611	4.990008
5082	-2431.286	-2508.26	76.97367	0.8259368	4.139944
5088	-2430.306	-2506.518	76.21225	0.6526462	4.66724
5094	-2437.841	-2511.877	74.03628	0.7449919	5.819365
5100	-2427.607	-2504.67	77.06325	0.880123	4.058073
5106	-2424.526	-2500.812	76.28556	0.9125813	4.480164
5112	-2430.395	-2507.163	76.7682	0.8064764	4.267588
5118	-2436.412	-2514.115	77.70359	0.7589486	3.760395
5124	-2432.632	-2508.38	75.74877	0.7261929	4.885007
5130	-2439.633	-2515.217	75.58442	0.6227063	5.033943
5136	-2429.713	-2507.556	77.84251	0.9292188	3.581416
5142	-2431.028	-2508.16	77.1322	1.032418	3.931623
5148	-2439.466	-2516.462	76.99626	1.060276	3.993467
5154	-2439.353	-2515.377	76.02355	0.7358826	4.726251
5160	-2430.99	-2507.657	76.66723	0.8390832	4.306285
5166	-2432.814	-2508.21	75.39559	0.8345305	5.021173
5172	-2440.903	-2517.23	76.32649	0.8703769	4.480881
5178	-2441.386	-2517.939	76.5536	0.8150837	4.384048
5184	-2439.313	-2515.097	75.78473	0.6995838	4.879796
5190	-2431.19	-2507.374	76.18347	0.9288508	4.52843
5196	-2432.518	-2509.994	77.47579	0.9888092	3.759209
5202	-2433.477	-2510.088	76.61089	0.9416398	4.28013
5208	-2434.066	-2511.678	77.61171	0.9745367	3.688951
5214	-2433.162	-2509.274	76.11166	0.7952548	4.6437
5220	-2431.231	-2508.21	76.97906	0.7952548	4.154322
5226	-2428.682	-2504.712	76.03002	0.7588014	4.709818
5232	-2422.091	-2498.02	75.92901	0.8598123	4.709818
5238	-2425.926	-2503.208	77.28176	0.6704858	4.053008
5244	-2426.591	-2503.575	76.98385	0.813726	4.141097
5250	-2430.323	-2507.671	77.34757	0.861919	3.905905
5256	-2432.861	-2510.558	77.69721	0.8796991	3.694351
5262	-2431.111	-2508.5	77.38979	0.8126928	3.909921
5268	-2429.74	-2506.805	77.0655	1.059802	3.954135
5274	-2435.214	-2512.802	77.58847	0.9785167	3.70009
5280	-2444.401	-2521.574	77.17339	0.8704572	4.000717
5286	-2449.33	-2526.344	77.01374	0.7693047	4.149359
5292	-2448.288	-2525.864	77.57542	0.8185555	3.799903
5298	-2442.06	-2517.958	75.89798	0.7296189	4.7999
5304	-2439.67	-2515.469	75.79887	0.8287311	4.7999
5310	-2432.429	-2509.158	76.72966	0.9448775	4.210983
5316	-2434.983	-2511.047	76.06342	1.097494	4.501108
5322	-2436.681	-2513.864	77.18336	0.9660779	3.940313
5328	-2430.064	-2507.584	77.51994	1.080311	3.680849
5334	-2425.672	-2502.716	77.04375	0.9196892	4.046626
5340	-2430.067	-2507.375	77.30822	0.9333136	3.887521
5346	-2428.788	-2504.952	76.16414	0.7910539	4.616639
5352	-2437.979	-2514.665	76.6866	0.8130332	4.310063
5358	-2433.484	-2510.305	76.82071	0.8559482	4.209777
5364	-2433.418	-2509.726	76.30815	0.7108975	4.580818
5370	-2432.755	-2509.986	77.2313	0.8537294	3.977173
5376	-2431.916	-2507.664	75.74856	0.7161877	4.890695
5382	-2429.56	-2505.774	76.21349	0.7654179	4.603341
5388	-2435.63	-2512.718	77.08812	0.826746	4.074321
5394	-2436.712	-2514.688	77.97521	0.9462159	3.494251
5400	-2434.263	-2511.655	77.39191	0.8484453	3.888201
5406	-2430	-2506.106	76.10587	0.8070677	4.640327
5412	-2430.947	-2509.121	78.17463	1.048105	3.317668
5418	-2428.299	-2506.633	78.33423	1.072678	3.208918
5424	-2440.341	-2519.084	78.74253	1.190436	2.894292
5430	-2439.265	-2516.107	76.84206	1.0234	4.102471
5436	-2446.277	-2524.399	78.12243	0.8950108	3.43815
5442	-2435.732	-2512.963	77.23107	0.822054	3.995417
5448	-2430.217	-2506.349	76.13162	0.7130721	4.678554
5454	-2430.768	-2506.969	76.20048	0.9711639	4.495074
