Iteration	Posterior	Likelihood	Prior	rate_log_sd	tree_length
192	-2432.577	-2508.127	75.55054	0.7944496	4.957345
198	-2432.013	-2507.973	75.96011	0.8439821	4.701274
204	-2446.414	-2523.229	76.8154	0.7736254	4.259463
210	-2440.034	-2515.718	75.68331	0.8147087	4.872161
216	-2434.395	-2510.546	76.15125	0.8650261	4.582373
222	-2437.28	-2514.154	76.87323	0.8806679	4.165922
228	-2425.461	-2502.24	76.77867	0.9482816	4.181229
234	-2430.405	-2506.308	75.90387	0.6934764	4.816786
240	-2431.964	-2509.138	77.17414	0.9361772	3.962709
246	-2432.177	-2510.494	78.3173	1.170621	3.160868
252	-2431.842	-2509.042	77.20027	0.949842	3.939928
258	-2436.943	-2514.251	77.30816	1.097087	3.793415
264	-2442.079	-2518.312	76.233	0.7739747	4.587593
270	-2440.796	-2516.877	76.0811	0.8176775	4.648259
276	-2436.872	-2513.476	76.60387	0.8654706	4.327194
282	-2431.239	-2508.169	76.92937	0.850105	4.151385
288	-2429.768	-2505.994	76.22618	0.7091184	4.627793
294	-2429.484	-2506.055	76.57069	0.8409082	4.35982
300	-2430.709	-2507.901	77.19199	0.9289105	3.95665
306	-2429.504	-2506.646	77.14207	0.7728931	4.074265
312	-2429.012	-2506.342	77.3306	0.9539565	3.862824
318	-2422.891	-2500.759	77.86762	0.9373494	3.562091
324	-2429.145	-2506.323	77.17781	0.809245	4.033148
330	-2428.566	-2505.755	77.18971	0.7973492	4.033148
336	-2426.443	-2503.501	77.05786	0.9291976	4.033148
342	-2437.671	-2515.195	77.52394	0.8145272	3.831844
348	-2447.457	-2522.868	75.41079	0.7676365	5.049869
354	-2427.571	-2503.509	75.93797	0.7434522	4.769848
360	-2422.606	-2499.723	77.11721	0.7085477	4.125064
366	-2423.808	-2501.198	77.38957	0.8833568	3.869503
372	-2430.14	-2506.193	76.05375	0.6749507	4.743432
378	-2424.972	-2501.532	76.56025	0.7737544	4.403615
384	-2421.264	-2497.246	75.98241	0.7448264	4.744253
390	-2431.304	-2507.69	76.38687	0.6549478	4.568035
396	-2427.9	-2504.632	76.73135	0.6197336	4.393977
402	-2430.927	-2506.822	75.89452	0.5662727	4.892902
408	-2425.744	-2502.288	76.54445	0.6137972	4.50261
414	-2431.513	-2507.374	75.86161	0.8387628	4.759262
420	-2430.149	-2507.508	77.3595	0.9148711	3.868674
426	-2441.244	-2518.879	77.6351	0.7441479	3.808383
432	-2435.277	-2510.838	75.56148	0.8191207	4.937537
438	-2437.711	-2514.116	76.40448	0.7740569	4.491196
444	-2429.824	-2505.571	75.74711	0.8544467	4.814437
450	-2433.927	-2510.632	76.70494	0.7754796	4.320928
456	-2425.6	-2501.396	75.79584	0.6503553	4.901028
462	-2427.057	-2503.448	76.39169	0.7168491	4.530558
468	-2426.052	-2502.41	76.35837	0.8960742	4.448462
474	-2424.892	-2500.704	75.81221	0.855949	4.777255
480	-2439.849	-2517.434	77.58495	1.011464	3.683067
486	-2446.96	-2524.491	77.53067	0.9211566	3.766575
492	-2442.466	-2518.818	76.35182	1.021417	4.381475
498	-2438.548	-2514.708	76.15939	0.7437842	4.645796
504	-2434.205	-2510.739	76.53418	0.8088314	4.398535
510	-2427.938	-2503.8	75.86148	0.8097802	4.775524
516	-2435.377	-2511.181	75.80385	0.9677592	4.719443
522	-2429.425	-2505.865	76.44017	0.7838774	4.465578
528	-2428.118	-2505.22	77.10184	0.8455706	4.055766
534	-2428.332	-2506.34	78.00803	1.098645	3.385869
540	-2431.133	-2508.838	77.70487	0.9921035	3.624821
546	-2439.276	-2516.784	77.50787	0.9886483	3.740794
552	-2432.977	-2510.979	78.00236	0.8818305	3.515965
558	-2435.571	-2514.449	78.87792	1.006619	2.92353
564	-2434.193	-2511.239	77.04582	0.8162467	4.104402
570	-2431.943	-2508.585	76.64258	0.8435495	4.3177
576	-2429.054	-2505.866	76.81202	0.7137698	4.295263
582	-2430.299	-2507.569	77.27021	0.9878156	3.87806
588	-2428.78	-2506.206	77.42529	0.761992	3.918635
594	-2429.637	-2506.686	77.04914	1.054761	3.966381
600	-2430.043	-2507.476	77.43353	1.047107	3.749959
606	-2435.484	-2513.275	77.79106	0.9389926	3.605626
612	-2436.109	-2512.853	76.74466	0.8524216	4.254897
618	-2431.415	-2507.38	75.96507	0.7775455	4.735658
624	-2439.193	-2516.235	77.04133	1.025364	3.987656
630	-2431.55	-2508.524	76.97329	0.8713945	4.114292
636	-2433.444	-2510.77	77.32618	0.6729627	4.02625
642	-2429.869	-2505.411	75.54151	0.6602625	5.036917
648	-2425.726	-2501.298	75.57163	0.6301372	5.036917
654	-2426.421	-2502.009	75.5881	0.936202	4.857516
660	-2427.567	-2505.193	77.62527	0.825274	3.767315
666	-2434.36	-2510.394	76.03407	0.8264022	4.669719
672	-2434.691	-2510.003	75.31182	0.78402	5.09568
678	-2436.153	-2513.082	76.92907	0.9348711	4.103335
684	-2432.905	-2508.808	75.90298	0.7828125	4.767407
690	-2439.754	-2515.706	75.95144	0.5991813	4.842843
696	-2426.998	-2503.97	76.97186	0.8381119	4.134045
702	-2423.177	-2499.838	76.66089	0.7943273	4.335178
708	-2431.149	-2508.621	77.47217	0.8266473	3.854635
714	-2427.777	-2504.366	76.58907	0.7410397	4.405813
720	-2429.839	-2505.606	75.76747	0.8602195	4.79985
726	-2434.88	-2510.769	75.88913	0.7385605	4.79985
732	-2427.39	-2503.625	76.23449	0.7917304	4.576792
738	-2427.069	-2502.586	75.51644	0.7265731	5.014014
744	-2426.267	-2501.757	75.48994	0.7530791	5.014014
750	-2435.759	-2512.806	77.04673	0.8550437	4.081784
756	-2438.669	-2516.947	78.27821	0.8945029	3.347095
762	-2432.937	-2510.68	77.74259	0.8871283	3.663794
768	-2431.244	-2509.638	78.3947	0.9827212	3.22637
774	-2433.319	-2510.885	77.5657	0.9827212	3.710816
780	-2433.684	-2511.344	77.66032	0.772121	3.777746
786	-2426.16	-2503.114	76.95391	0.7942004	4.16921
792	-2426.924	-2504.368	77.44387	0.7173331	3.933578
798	-2421.967	-2498.204	76.23662	0.7449961	4.60182
804	-2427.792	-2502.749	74.95753	0.7380215	5.317091
810	-2424.227	-2501.218	76.99079	0.8496025	4.116738
816	-2420.28	-2497.546	77.26651	0.9130744	3.923046
822	-2424.853	-2500.477	75.62364	0.814024	4.905779
828	-2422.415	-2498.703	76.28759	0.8207731	4.530654
834	-2426.22	-2503.251	77.03078	0.8207731	4.110384
840	-2429.563	-2505.776	76.21314	0.7766993	4.597208
846	-2439.438	-2516.589	77.15051	0.91544	3.988085
852	-2432.007	-2508.542	76.53547	0.9968725	4.291556
858	-2432.916	-2509.226	76.31002	0.8558881	4.498299
864	-2434.087	-2509.289	75.20204	0.8195774	5.136811
870	-2431.83	-2508.909	77.07963	0.5985011	4.208943
876	-2430.687	-2506.661	75.9737	0.6176349	4.820136
882	-2433.634	-2509.642	76.00732	0.5840208	4.820136
888	-2430.501	-2507.441	76.93984	0.5500996	4.315548
894	-2438.356	-2514.727	76.37127	0.8294995	4.478681
900	-2439.181	-2515.425	76.24448	0.8294995	4.549974
906	-2431.283	-2507.511	76.22724	0.7337896	4.613368
912	-2428.557	-2505.389	76.83256	0.757883	4.258662
918	-2436.323	-2512.772	76.44825	0.96718	4.357656
924	-2432.24	-2509.607	77.36714	0.9192313	3.861784
930	-2430.082	-2506.46	76.3781	0.8105939	4.485481
936	-2434.107	-2509.706	75.59936	0.8076718	4.92283
942	-2426.158	-2502.965	76.80752	0.8262029	4.234134
948	-2425.821	-2501.658	75.83671	0.6552536	4.875538
954	-2424.982	-2500.962	75.98045	0.8914336	4.663326
960	-2428.935	-2505.275	76.3396	0.7561425	4.53775
966	-2436.445	-2512.024	75.57842	0.7132655	4.986977
972	-2436.993	-2513.415	76.42142	0.7736173	4.481909
978	-2433.048	-2509.082	76.03338	0.8493229	4.657264
984	-2433.846	-2510.326	76.48064	0.7039592	4.487782
990	-2432.372	-2508.702	76.3295	0.7251129	4.560854
996	-2432.546	-2509.316	76.77073	0.7758661	4.283488
1002	-2426.839	-2502.384	75.54459	0.6188232	5.058204
1008	-2431.061	-2506.423	75.3625	0.8009117	5.058204
1014	-2428.4	-2504.609	76.209	0.7770298	4.599346
1020	-2426.67	-2504.131	77.46123	0.695915	3.935903
1026	-2428.422	-2504.758	76.33561	0.7866603	4.522838
1032	-2436.395	-2513.203	76.80809	0.8343733	4.229176
1038	-2436.818	-2512.755	75.93719	0.7207688	4.782951
1044	-2432.595	-2508.133	75.53843	0.6622916	5.037496
1050	-2431.404	-2508.603	77.19901	0.8228182	4.013298
1056	-2430.221	-2506.636	76.41477	0.731044	4.509599
1062	-2435.256	-2511.173	75.91734	0.8082654	4.745162
1068	-2439.195	-2516.226	77.03149	0.8163336	4.112508
1074	-2435.275	-2512.041	76.76554	0.85407	4.24213
1080	-2429.071	-2506.165	77.09481	0.8555881	4.054062
1086	-2426.644	-2502.914	76.27065	0.6192046	4.653262
1092	-2429.636	-2505.313	75.67649	0.7195431	4.928949
1098	-2434.456	-2511.412	76.95582	0.8234043	4.15153
1104	-2432.892	-2509.8	76.90787	0.8713532	4.15153
1110	-2429.587	-2506.353	76.76547	0.7388332	4.307422
1116	-2444.372	-2518.783	74.41051	0.8637668	5.549079
1122	-2434.782	-2511.488	76.70567	0.6964272	4.365186
1128	-2431.079	-2506.847	75.76867	0.5933749	4.94786
1134	-2433.407	-2509.599	76.1917	0.6370891	4.687451
1140	-2422.331	-2497.96	75.62948	0.6981696	4.966982
1146	-2417.685	-2494.841	77.15666	0.8454588	4.024551
1152	-2425.083	-2501.747	76.66477	0.9426744	4.249025
1158	-2427.552	-2504.512	76.96015	0.8927151	4.109639
1164	-2421.317	-2497.285	75.96824	0.7599248	4.743732
1170	-2424.255	-2501.182	76.92656	0.7997306	4.181607
1176	-2426.856	-2503.436	76.5803	0.8877252	4.327937
1182	-2427.312	-2503.957	76.64547	0.822555	4.327937
1188	-2431.279	-2507.687	76.40754	0.8096684	4.469429
1194	-2439.268	-2515.161	75.89314	0.8948741	4.710269
1200	-2435.797	-2512.747	76.95019	0.862136	4.132705
1206	-2436.425	-2513.909	77.48421	1.083981	3.699392
1212	-2442.661	-2519.754	77.09257	1.097652	3.916948
1218	-2433.342	-2509.644	76.30176	0.9374129	4.457063
1224	-2434.232	-2512.04	77.80868	1.09541	3.504361
1230	-2431.377	-2508.918	77.54085	0.9093429	3.767513
1236	-2432.357	-2509.284	76.92657	0.9439764	4.099572
1242	-2430.956	-2507.522	76.56639	0.745413	4.416135
1248	-2435.67	-2511.874	76.20484	0.7607891	4.610789
1254	-2446.462	-2522.163	75.70138	0.6025889	4.980151
1260	-2437.768	-2513.313	75.54527	0.7450815	4.987715
1266	-2430.679	-2507.299	76.6201	0.906407	4.294857
1272	-2430.084	-2506.833	76.74917	0.7500792	4.310282
1278	-2435.157	-2511.795	76.63792	0.8613267	4.310282
1284	-2439.717	-2516.211	76.49449	0.8697557	4.386555
1290	-2437.855	-2515.314	77.45894	0.821823	3.865001
1296	-2437.666	-2515.72	78.05334	0.9458096	3.44885
1302	-2434.117	-2511.6	77.48283	0.9618077	3.770718
1308	-2425.111	-2502.658	77.54678	1.000232	3.711636
1314	-2423.245	-2500.355	77.10984	0.8679912	4.038415
1320	-2429.15	-2506.243	77.09305	0.7133144	4.136098
1326	-2429.012	-2505.747	76.73588	0.8919274	4.237483
1332	-2430.492	-2507.958	77.46654	0.8263959	3.858013
1338	-2432.777	-2509.966	77.18957	0.8833019	3.984129
1344	-2430.903	-2507.861	76.9585	0.7045017	4.217525
1350	-2440.922	-2517.924	77.00178	0.8212375	4.126626
1356	-2431.77	-2507.63	75.8599	0.8212375	4.770008
1362	-2433.03	-2509.128	76.09804	0.5650992	4.780062
1368	-2433.76	-2509.675	75.91548	0.7476595	4.780062
1374	-2443.979	-2520.552	76.57345	0.7990233	4.381911
1380	-2441.319	-2516.958	75.6384	0.6914945	4.965735
1386	-2442.469	-2518.039	75.57015	0.8058921	4.940072
1392	-2441.703	-2516.259	74.55627	0.7683519	5.521409
1398	-2428.119	-2505.113	76.99427	1.008631	4.024103
1404	-2431.622	-2509.299	77.67705	0.9812441	3.647241
1410	-2423.845	-2500.468	76.6227	0.7923379	4.357878
1416	-2428.75	-2504.362	75.61189	0.9233613	4.851414
1422	-2419.99	-2497.908	77.91785	0.8520812	3.582464
1428	-2415.522	-2492.448	76.92639	0.7961519	4.183735
1434	-2422.537	-2499.807	77.26981	0.7798211	3.997409
1440	-2429.149	-2506.302	77.15365	0.8215019	4.039942
1446	-2422.741	-2499.242	76.50017	0.6766803	4.492145
1452	-2425.104	-2502.067	76.96255	0.9105251	4.098129
1458	-2431.231	-2508.331	77.09971	0.918446	4.015394
1464	-2431.478	-2507.425	75.94645	0.8495139	4.705823
1470	-2431.725	-2507.798	76.07345	0.7225107	4.705823
1476	-2429.426	-2506.917	77.49166	0.888523	3.807845
1482	-2432.968	-2511.366	78.39755	1.100793	3.154672
1488	-2429.837	-2507.314	77.47708	1.130868	3.676394
1494	-2427.515	-2503.51	75.99523	0.8688169	4.667717
1500	-2434.127	-2511.745	77.61708	0.8845353	3.737849
1506	-2431.751	-2509.186	77.43522	1.014782	3.767623
1512	-2428.501	-2504.873	76.37132	0.9489289	4.411371
1518	-2429.709	-2506.293	76.58408	0.736166	4.411371
1524	-2423.062	-2499.855	76.79294	0.8741466	4.215208
1530	-2426.228	-2502.786	76.55834	0.8659896	4.352628
1536	-2427.115	-2502.979	75.86427	0.7391758	4.813381
1542	-2427.754	-2504.793	77.03853	0.7388229	4.152596
1548	-2424.389	-2500.584	76.19422	0.9054507	4.535542
1554	-2423.76	-2500.13	76.37025	0.7636157	4.516318
1560	-2432.36	-2509.802	77.44143	0.938922	3.807745
1566	-2429.018	-2505.662	76.64455	0.8538453	4.310764
1572	-2440.138	-2517.111	76.97253	0.9457128	4.072401
1578	-2439.276	-2517.465	78.18921	0.9577885	3.362204
1584	-2437.245	-2515.377	78.13259	1.256982	3.219182
1590	-2443.08	-2521.515	78.43555	1.156077	3.099152
1596	-2442.173	-2521.458	79.28492	1.256129	2.521258
1602	-2433.827	-2512.343	78.51632	1.133091	3.064667
1608	-2433.793	-2511.546	77.7526	1.076111	3.548278
1614	-2436.17	-2513.64	77.46938	0.749389	3.900582
1620	-2432.052	-2509.591	77.53918	0.7476189	3.861538
1626	-2437.084	-2514.471	77.3877	0.9583603	3.827475
1632	-2442.047	-2519.556	77.50954	1.084336	3.684535
1638	-2440.537	-2518.324	77.78657	1.113447	3.506739
1644	-2433.689	-2511.641	77.9523	1.172565	3.3752
1650	-2446.145	-2522.71	76.5647	0.8251732	4.372087
1656	-2441.885	-2518.842	76.95622	0.9960466	4.053001
1662	-2437.9	-2514.426	76.5257	0.7557053	4.433267
1668	-2433.373	-2509.001	75.6282	0.7416771	4.943501
1674	-2440.506	-2516.834	76.32807	0.774999	4.533632
1680	-2439.641	-2515.615	75.97381	0.7228058	4.761365
1686	-2430.694	-2508.089	77.39557	0.8115457	3.907263
1692	-2431.369	-2508.563	77.19425	0.7658775	4.048514
1698	-2437.553	-2514.822	77.26866	0.840661	3.963278
1704	-2434.609	-2511.806	77.19682	1.023147	3.899894
1710	-2433.475	-2509.788	76.31369	0.7742128	4.542154
1716	-2421.053	-2498.169	77.11619	0.8912972	4.021488
1722	-2422.047	-2499.272	77.22554	0.9385805	3.931908
1728	-2425.124	-2501.391	76.26729	0.8356943	4.53368
1734	-2430.219	-2507.051	76.8313	1.027408	4.106315
1740	-2434.238	-2510.604	76.36526	0.8200287	4.487396
1746	-2435.903	-2511.619	75.71612	0.8601002	4.828567
1752	-2429.561	-2506.014	76.45322	0.7640743	4.469382
1758	-2431.846	-2508.298	76.45203	0.8512506	4.42094
1764	-2438.811	-2515.287	76.47541	0.9761975	4.337218
1770	-2440.865	-2518.695	77.83032	0.9675084	3.566244
1776	-2439.332	-2515.067	75.73533	0.7555841	4.876123
1782	-2433.362	-2509.646	76.28358	0.8432912	4.520254
1788	-2432.663	-2510.735	78.07165	0.8037394	3.521095
1794	-2429.178	-2506.878	77.70047	0.8311518	3.720524
1800	-2440.766	-2517.14	76.37364	0.9775756	4.393902
1806	-2434.89	-2511.455	76.56569	0.7855292	4.393902
1812	-2444.726	-2520.122	75.3955	0.8185388	5.030105
1818	-2441.717	-2517.919	76.20194	0.6099974	4.696885
1824	-2432.94	-2509.1	76.15965	0.6522879	4.696885
1830	-2431.155	-2506.712	75.55691	0.7070888	5.002357
1836	-2436.572	-2512.191	75.61856	0.6454409	5.002357
1842	-2439.026	-2516.305	77.27941	1.036799	3.844638
1848	-2442.888	-2519.193	76.30518	0.9737058	4.434691
1854	-2438.793	-2514.92	76.12685	1.012613	4.513173
1860	-2450.419	-2527.432	77.01344	0.8434555	4.107344
1866	-2427.64	-2504.64	76.99954	0.9239777	4.069389
1872	-2428.727	-2505.527	76.80062	0.7404007	4.286646
1878	-2426.556	-2503.454	76.89813	0.8724706	4.156433
1884	-2429.288	-2506.101	76.81278	0.8543955	4.215158
1890	-2433.955	-2511.607	77.65192	0.9465089	3.681906
1896	-2434.973	-2511.569	76.59585	1.043948	4.230685
1902	-2438.097	-2514.736	76.63896	0.8827805	4.297556
1908	-2433.782	-2510.48	76.69794	0.7873949	4.318147
1914	-2434.744	-2511.769	77.02437	0.5715684	4.255547
1920	-2432.896	-2510.458	77.56131	0.9346991	3.741087
1926	-2431.843	-2510.293	78.44979	0.8460702	3.274567
1932	-2430.232	-2508.665	78.43382	1.061528	3.156456
1938	-2428.374	-2506.704	78.33013	1.143054	3.169616
1944	-2430.389	-2507.863	77.47425	0.9065638	3.807483
1950	-2435.1	-2512.401	77.30127	0.8766079	3.924024
1956	-2424.538	-2501.886	77.34773	0.9578648	3.850737
1962	-2418.267	-2494.716	76.4487	0.8096394	4.446266
1968	-2426.87	-2503.513	76.64323	0.8371288	4.320963
1974	-2431.066	-2508.795	77.72931	0.9610234	3.628672
1980	-2436.458	-2512.764	76.3065	0.6869584	4.595176
1986	-2433.058	-2507.994	74.93597	0.7492974	5.322766
1992	-2431.086	-2508.366	77.27946	0.8742064	3.937893
1998	-2431.552	-2508.854	77.30162	0.8520472	3.937893
2004	-2425.65	-2502.394	76.74449	0.8185949	4.274152
2010	-2430.367	-2507.091	76.72343	0.7168507	4.343619
2016	-2435.09	-2511.561	76.47138	0.935924	4.362242
2022	-2428.134	-2504.845	76.71082	0.7415531	4.336784
2028	-2434.745	-2510.849	76.10413	0.6453999	4.73179
2034	-2440.572	-2516.593	76.02026	0.8304607	4.675177
2040	-2430.219	-2507.429	77.21047	0.8942119	3.965933
2046	-2427.799	-2505.584	77.78523	0.9991797	3.574046
2052	-2425.2	-2503.151	77.9513	0.9283873	3.518592
2058	-2431.745	-2510.115	78.3707	1.033926	3.210265
2064	-2437.228	-2514.412	77.18444	0.9241082	3.96372
2070	-2438.793	-2515.244	76.4512	0.8040096	4.44803
2076	-2437.11	-2513.751	76.64041	0.8040096	4.341277
2082	-2429.676	-2505.779	76.10331	0.8220971	4.633337
2088	-2435.74	-2512.581	76.84061	0.8345979	4.210602
2094	-2431.916	-2508.337	76.42144	0.9014308	4.409892
2100	-2435.791	-2512.521	76.72951	0.8611812	4.258519
2106	-2436.984	-2514.615	77.63107	0.8990862	3.72137
2112	-2440.055	-2516.488	76.43273	0.8227053	4.447901
2118	-2436.918	-2513.532	76.61351	0.641925	4.447901
2124	-2433.447	-2509.945	76.49755	0.7667335	4.44292
2130	-2435.533	-2512.27	76.73633	0.7667335	4.308123
2136	-2444.822	-2520.238	75.41618	0.8073022	5.024862
2142	-2437.719	-2515.523	77.80388	0.9432244	3.595726
2148	-2434.565	-2511.538	76.97285	0.9456169	4.07227
2154	-2434.247	-2511.405	77.15863	0.8918171	3.996946
2160	-2432.257	-2508.675	76.4175	0.8986083	4.413708
2166	-2441.082	-2517.03	75.94842	0.8299821	4.715644
2172	-2432.016	-2507.622	75.60557	0.8314419	4.906143
2178	-2435.257	-2511.044	75.78678	0.6502309	4.906143
2184	-2429.521	-2505.072	75.55046	0.8224929	4.941792
2190	-2422.456	-2499.425	76.96941	0.8469459	4.130414
2196	-2432.401	-2508.632	76.23174	0.7708038	4.590078
2202	-2429.701	-2507.279	77.57857	0.8225539	3.795787
2208	-2428.756	-2506.214	77.45768	0.9221837	3.80803
2214	-2425.602	-2503.13	77.52702	0.8557814	3.806336
2220	-2423.977	-2500.098	76.1209	0.7899299	4.64151
2226	-2433.736	-2509.319	75.58284	0.5467632	5.076956
2232	-2430.982	-2506.848	75.86598	0.7541095	4.804093
2238	-2441.397	-2518.16	76.76364	0.7249518	4.316309
2244	-2426.499	-2503.489	76.98936	0.791992	4.150319
2250	-2427.654	-2504.025	76.37156	0.6786167	4.563342
2256	-2429.963	-2506.705	76.74145	0.7644344	4.306526
2262	-2434.178	-2510.379	76.20137	0.6002271	4.702671
2268	-2437.843	-2514.94	77.09675	0.6909099	4.146733
2274	-2437.956	-2514.318	76.36268	0.772734	4.515448
2280	-2439.206	-2514.513	75.30715	0.8096328	5.084071
2286	-2432.661	-2509.359	76.69888	0.864147	4.274187
2292	-2438.77	-2514.076	75.30687	0.8228687	5.076881
2298	-2431.987	-2508.266	76.27936	0.7786779	4.558929
2304	-2431.921	-2508.718	76.79798	0.9358862	4.177301
2310	-2433.675	-2511.007	77.33252	0.9681095	3.853593
2316	-2437.25	-2513.952	76.70195	0.8489273	4.281065
2322	-2436.336	-2513.671	77.33529	0.9797799	3.845295
2328	-2433.394	-2511.963	78.56935	0.9858928	3.120832
2334	-2432.488	-2510.251	77.76269	0.9144684	3.636308
2340	-2433.634	-2510.6	76.96513	0.8188242	4.148839
2346	-2425.869	-2502.536	76.66685	0.8708087	4.288546
2352	-2428.083	-2504.716	76.63355	0.8179756	4.337265
2358	-2428.499	-2503.312	74.8122	0.7456535	5.393031
2364	-2429.977	-2506.649	76.67234	0.7982068	4.32651
2370	-2423.67	-2499.86	76.18956	0.770749	4.61377
2376	-2428.204	-2504.05	75.84668	0.7804048	4.800187
2382	-2422.397	-2498.759	76.36199	0.7984952	4.50135
2388	-2427.061	-2502.861	75.79992	0.6895484	4.876927
2394	-2427.386	-2504.634	77.24766	0.9646721	3.904273
2400	-2434.388	-2511.625	77.23718	0.9399877	3.92443
2406	-2426.304	-2501.891	75.58701	0.7512571	4.961083
2412	-2439.644	-2517.046	77.40142	0.8533369	3.879936
2418	-2435.073	-2512.346	77.27339	0.9099598	3.920888
2424	-2433.672	-2510.065	76.39314	0.8439137	4.458257
2430	-2426.648	-2503.217	76.56903	0.7489566	4.412649
2436	-2430.895	-2508.464	77.5691	0.9168302	3.746903
2442	-2432.533	-2509.584	77.05128	1.109822	3.933632
2448	-2435.61	-2512.054	76.44431	0.7479562	4.483466
2454	-2432.421	-2509.045	76.62408	0.8427833	4.328591
2460	-2433.868	-2511.711	77.84307	0.9111824	3.591574
2466	-2431.019	-2508.595	77.57584	0.9856074	3.70329
2472	-2428.387	-2505.14	76.75367	0.7586461	4.302891
2478	-2426.193	-2503.006	76.81314	0.8116872	4.239175
2484	-2426.718	-2503.47	76.75197	0.8728557	4.239175
2490	-2430.595	-2508.334	77.7394	1.120621	3.530051
2496	-2430.696	-2506.771	76.07527	0.8056248	4.658279
2502	-2432.939	-2509.496	76.55683	0.7351995	4.42728
2508	-2432.531	-2508.453	75.9218	0.7009381	4.802614
2514	-2431.602	-2507.707	76.10449	0.8060623	4.641666
2520	-2426.338	-2502.482	76.14422	0.7099974	4.673219
2526	-2428.861	-2505.812	76.95061	0.9437997	4.085979
2532	-2432.123	-2509.186	77.0633	0.8311091	4.085979
2538	-2430.748	-2506.472	75.72462	0.7789646	4.869063
2544	-2440.52	-2517.004	76.48444	0.7767803	4.444645
2550	-2442.708	-2519.512	76.80329	0.9473566	4.167773
2556	-2438.554	-2516.39	77.83694	0.9814683	3.554275
2562	-2441.941	-2520.495	78.55432	1.073652	3.077474
2568	-2443.184	-2521.379	78.19546	1.031323	3.315285
2574	-2447.709	-2525.402	77.69278	1.089302	3.575404
2580	-2435.073	-2512.398	77.32456	0.9608011	3.862365
2586	-2434.112	-2511.154	77.04223	0.8048214	4.112947
2592	-2433.667	-2509.853	76.18521	0.8605426	4.565829
2598	-2441.234	-2516.988	75.7536	0.7336227	4.878176
2604	-2435.241	-2511.747	76.50547	0.7938877	4.423152
2610	-2437.506	-2514.467	76.96161	0.8555481	4.129958
2616	-2440.817	-2516.46	75.64311	0.902588	4.845588
2622	-2433.846	-2510.03	76.1844	0.8317267	4.582457
2628	-2431.087	-2506.812	75.72435	0.7453422	4.887944
2634	-2428.511	-2505.08	76.56899	0.7975302	4.385271
2640	-2420.472	-2498.153	77.68101	0.8534906	3.718863
2646	-2420.118	-2497.335	77.21673	0.7196307	4.062072
2652	-2421.096	-2498.081	76.98552	0.8976995	4.092351
2658	-2433.463	-2511.647	78.18383	1.044106	3.314606
2664	-2426.446	-2503.201	76.75558	0.8116016	4.271837
2670	-2432.739	-2509.485	76.7457	0.821476	4.271837
2676	-2432.567	-2510.221	77.6535	0.8640423	3.728659
2682	-2432.431	-2509.963	77.5322	0.98534	3.728659
2688	-2433.032	-2510.133	77.10126	0.9779982	3.980478
2694	-2430.334	-2508.104	77.77019	0.968059	3.600867
2700	-2433.13	-2509.732	76.60185	0.7478132	4.394782
2706	-2438.441	-2515.453	77.01169	0.8890847	4.082352
2712	-2432.271	-2508.432	76.16116	0.7589902	4.636285
2718	-2430.231	-2506.508	76.2769	0.8644962	4.512084
2724	-2441.123	-2517.167	76.04398	0.8146005	4.670776
2730	-2441.253	-2517.395	76.14286	0.7157206	4.670776
2736	-2438.532	-2512.867	74.33542	0.7279244	5.664871
