Iteration	Posterior	Likelihood	Prior	rate_log_sd	tree_length
5448	-2435.047	-2510.74	75.69384	0.7457211	4.904724
5454	-2433.516	-2510.216	76.69993	0.9569445	4.221005
5460	-2432.233	-2509.077	76.84404	0.8430089	4.203884
5466	-2433.881	-2510.807	76.92606	0.750129	4.210046
5472	-2438.776	-2514.373	75.59728	0.7725198	4.943546
5478	-2440.208	-2516.849	76.64124	1.048642	4.202274
5484	-2436.688	-2513.397	76.70876	0.7529029	4.331535
5490	-2435.702	-2512.08	76.37826	0.7529029	4.517839
5496	-2434.432	-2510.758	76.3266	0.8882166	4.470774
5502	-2430.221	-2506.766	76.54498	0.6420735	4.486404
5508	-2424.508	-2500.571	76.06317	0.7257676	4.709753
5514	-2427.306	-2504.424	77.11846	0.8388335	4.050134
5520	-2433.991	-2511.962	77.9708	0.9084813	3.518826
5526	-2434.351	-2510.69	76.33833	0.7404923	4.547256
5532	-2436.041	-2510.828	74.78678	0.7595255	5.399393
5538	-2434.858	-2510.316	75.45802	0.6741841	5.075513
5544	-2437.123	-2513.768	76.64536	0.7853558	4.349018
5550	-2432.03	-2508.618	76.58797	0.818853	4.362519
5556	-2426.525	-2503.353	76.82779	0.8124136	4.230458
5562	-2430.119	-2507.516	77.39679	0.863294	3.876877
5568	-2428.136	-2505.421	77.285	0.7889348	3.983516
5574	-2431.76	-2509.294	77.53476	1.122457	3.647865
5580	-2440.54	-2517.831	77.29023	0.9133728	3.909279
5586	-2447.071	-2524.748	77.67611	1.041912	3.612607
5592	-2442.789	-2519.092	76.30336	0.6807526	4.600424
5598	-2447.193	-2523.825	76.63174	0.8577204	4.315817
5604	-2438.123	-2514.384	76.26111	0.8074735	4.553003
5610	-2435.413	-2512.601	77.18793	0.8338741	4.013308
5616	-2427.369	-2504.035	76.66563	0.7781487	4.341641
5622	-2433.06	-2510.128	77.06774	0.9660928	4.006437
5628	-2429.397	-2506.989	77.59251	0.969811	3.702788
5634	-2434.957	-2511.578	76.6216	0.9555393	4.266193
5640	-2432.637	-2509.187	76.54987	0.9442432	4.313183
5646	-2442.558	-2519.521	76.96343	0.9017686	4.102616
5652	-2435.091	-2510.511	75.41982	0.5912459	5.142657
5658	-2429.856	-2506.642	76.78627	0.7321973	4.299411
5664	-2430.216	-2507.35	77.1334	0.8268612	4.048438
5670	-2428.982	-2505.673	76.69161	0.8051396	4.311696
5676	-2434.686	-2509.666	74.98044	0.6464729	5.354956
5682	-2429.79	-2505.171	75.38076	0.8133542	5.041163
5688	-2428.388	-2505.063	76.67554	0.7253916	4.365843
5694	-2435.565	-2511.94	76.37545	0.6796731	4.560564
5700	-2428.601	-2505.28	76.67889	0.8656497	4.284654
5706	-2433.986	-2511.316	77.33058	0.9241083	3.879971
5712	-2434.42	-2512.925	78.50536	0.9167318	3.199919
5718	-2426.506	-2503.102	76.59629	0.7582882	4.392005
5724	-2432.622	-2509.851	77.22956	0.8247951	3.99471
5730	-2431.733	-2508.082	76.34856	0.7906779	4.513299
5736	-2427.456	-2504.647	77.19141	0.949149	3.9454
5742	-2424.111	-2500.398	76.2878	0.7386149	4.576685
5748	-2428.465	-2504.908	76.44359	0.7632584	4.475263
5754	-2427.118	-2502.574	75.45558	0.8436616	4.982775
5760	-2429.535	-2506.815	77.27945	0.7303985	4.020137
5766	-2433.865	-2510.525	76.66042	0.7121207	4.381868
5772	-2431.369	-2508.683	77.31394	0.9593414	3.869297
5778	-2427.208	-2504.848	77.64041	1.139869	3.576451
5784	-2428.812	-2507.38	78.56779	1.148975	3.024375
5790	-2429.231	-2507.581	78.34989	1.195435	3.126736
5796	-2422.842	-2499.225	76.38304	0.8902678	4.437834
5802	-2419.005	-2495.597	76.5924	0.7830769	4.380216
5808	-2423.391	-2500.311	76.92008	0.7682557	4.203152
5814	-2430.732	-2508.136	77.40414	0.8959682	3.85389
5820	-2434.862	-2513.017	78.15413	1.064724	3.319953
5826	-2429.999	-2507.733	77.73454	0.8887852	3.667496
5832	-2429.27	-2506.584	77.31346	1.009622	3.84069
5838	-2421.832	-2498.509	76.67718	0.9599038	4.232225
5844	-2425.765	-2502.572	76.80675	0.9084173	4.187925
5850	-2432.447	-2508.389	75.94202	0.9179133	4.670021
5856	-2422.669	-2499.661	76.99293	0.8731436	4.102121
5862	-2425.393	-2501.76	76.36644	0.7761363	4.511419
5868	-2426.404	-2503.358	76.95401	0.8317864	4.147795
5874	-2435.891	-2513.233	77.34147	0.8406197	3.921611
5880	-2425.759	-2502.342	76.58216	0.7030929	4.431099
5886	-2426.491	-2502.624	76.1327	0.7511728	4.656613
5892	-2434.733	-2510.586	75.85248	0.8163858	4.77686
5898	-2426.225	-2503.17	76.94548	1.001111	4.056233
5904	-2425.201	-2502.812	77.61083	1.007945	3.67013
5910	-2430.859	-2507.798	76.93947	0.775883	4.187816
5916	-2440.365	-2517.832	77.46689	0.8354969	3.852582
5922	-2424.944	-2501.111	76.16674	0.7827736	4.619826
5928	-2423.226	-2499.788	76.56224	0.8480482	4.360561
5934	-2426.628	-2504.379	77.7515	0.9036181	3.649082
5940	-2431.95	-2509.125	77.17578	0.9036181	3.980396
5946	-2423.739	-2500.277	76.53815	0.8713341	4.361014
5952	-2423.01	-2500.246	77.23576	0.7898346	4.011145
5958	-2426.689	-2503.539	76.8501	0.7255816	4.26702
5964	-2428.541	-2505.195	76.65402	0.8104849	4.329923
5970	-2433.31	-2511.231	77.92193	0.9515117	3.52223
5976	-2425.244	-2502.072	76.82833	0.8321166	4.218977
5982	-2431.634	-2507.261	75.62755	0.6610118	4.988709
5988	-2424.253	-2500.914	76.66081	0.846492	4.305724
5994	-2433.236	-2510.148	76.91118	0.8596081	4.156327
6000	-2424.725	-2501.764	77.0387	0.8551044	4.086326
6006	-2429.621	-2505.482	75.86149	0.7168435	4.827389
6012	-2433.162	-2508.415	75.25275	0.6325767	5.212244
6018	-2432.363	-2509.338	76.97553	0.9987955	4.040414
6024	-2432.696	-2509.567	76.87083	0.7678783	4.231305
6030	-2435.205	-2511.113	75.9083	0.5579121	4.88988
6036	-2430.557	-2507.596	77.03901	0.753434	4.144012
6042	-2438.527	-2514.993	76.46553	0.6247985	4.540789
6048	-2442.494	-2517.165	74.67071	0.7224336	5.483724
6054	-2432.011	-2508.175	76.16406	0.760914	4.633584
6060	-2430.806	-2508.058	77.25244	0.7389597	4.030667
6066	-2429.527	-2505.136	75.60874	0.8253324	4.90778
6072	-2435.197	-2511.934	76.7374	0.6877055	4.352192
6078	-2432.437	-2509.045	76.60839	0.7577437	4.385489
6084	-2431.682	-2508.186	76.50432	0.8618144	4.385489
6090	-2429.359	-2506.034	76.67506	0.6971917	4.382035
6096	-2430.982	-2507.674	76.69196	0.7406777	4.347934
6102	-2442.675	-2519.64	76.96484	0.939536	4.080299
6108	-2438.529	-2516.209	77.68022	0.8679085	3.710991
6114	-2432.369	-2510.369	77.99994	1.039695	3.425161
6120	-2430.104	-2508.679	78.57541	1.109961	3.043164
6126	-2429.819	-2505.398	75.57908	0.7653069	4.957681
6132	-2423.313	-2500.554	77.24146	0.8862451	3.952757
6138	-2427.532	-2505.167	77.63545	0.8700025	3.735637
6144	-2426.885	-2503.194	76.30841	0.7839986	4.539619
6150	-2426.816	-2502.094	75.27808	0.7782561	5.117575
6156	-2427.508	-2504.466	76.95784	0.7992907	4.164089
6162	-2426.162	-2502.179	76.01748	0.7055606	4.746595
6168	-2425.643	-2502.306	76.66355	0.660553	4.409197
6174	-2431.283	-2508.349	77.06581	0.7547797	4.128006
6180	-2428.156	-2505.47	77.31403	0.8148197	3.952104
6186	-2437.574	-2513.307	75.73289	0.7857984	4.860647
6192	-2432.289	-2509.514	77.22475	0.7835422	4.021028
6198	-2431.127	-2507.163	76.03598	0.7709793	4.69967
6204	-2429.855	-2505.313	75.45763	0.7161871	5.052427
6210	-2428.018	-2503.988	75.97044	0.7345177	4.756701
6216	-2429.123	-2505.999	76.87573	0.7232689	4.253812
6222	-2426.199	-2502.542	76.34265	0.6215008	4.611618
6228	-2423.627	-2499.863	76.23581	0.7283393	4.611618
6234	-2433.558	-2509.789	76.23062	0.733531	4.611618
6240	-2440.51	-2517.223	76.71332	0.7286926	4.342636
6246	-2435.652	-2513.218	77.56608	0.9241005	3.744449
6252	-2431.405	-2508.293	76.88794	0.7523185	4.230424
6258	-2438.507	-2515.538	77.03072	0.874874	4.079606
6264	-2432.209	-2508.908	76.69839	0.6984288	4.368165
6270	-2434.878	-2511.262	76.38453	0.7846451	4.496461
6276	-2439.94	-2516.569	76.62858	0.8505612	4.321649
6282	-2439.488	-2515.852	76.36402	1.115125	4.321649
6288	-2436.718	-2513.427	76.70859	0.7705559	4.321649
6294	-2434.265	-2511.118	76.85331	0.9150421	4.157707
6300	-2430.105	-2506.291	76.18607	0.6861705	4.663128
6306	-2432.725	-2509.274	76.54829	0.7581109	4.41918
6312	-2436.595	-2512.864	76.2684	1.000309	4.440425
6318	-2427.862	-2505.929	78.06717	0.8177535	3.515537
6324	-2424.925	-2502.327	77.40192	0.7518085	3.937859
6330	-2425.046	-2502.119	77.07293	0.7656161	4.117791
6336	-2433.561	-2510.201	76.64013	0.6784703	4.412304
6342	-2433.821	-2509.548	75.72616	0.6350535	4.948322
6348	-2431.078	-2507.503	76.42583	0.7186359	4.510361
6354	-2432.266	-2508.995	76.72924	0.7917983	4.297956
6360	-2436.646	-2513.58	76.93378	0.8505363	4.148637
6366	-2429.444	-2506.224	76.77993	0.9436743	4.183129
6372	-2438.761	-2515.983	77.22248	0.9116667	3.949069
6378	-2437.34	-2513.289	75.94911	0.7122307	4.781067
6384	-2424.026	-2500.197	76.17074	0.8133956	4.600406
6390	-2433.985	-2510.934	76.94935	0.7493076	4.197295
6396	-2434.546	-2511.952	77.40591	0.823882	3.894261
6402	-2435.975	-2512.823	76.84766	1.063257	4.076575
6408	-2441.25	-2518.067	76.81769	0.8590617	4.209725
6414	-2433.452	-2509.88	76.42812	0.7762383	4.476663
6420	-2432.884	-2510.684	77.79994	0.9954994	3.567635
6426	-2437.933	-2514.435	76.5011	0.8305241	4.404956
6432	-2437.411	-2515.562	78.15018	1.009763	3.354598
6438	-2431.99	-2508.463	76.47269	0.8532473	4.408165
6444	-2432.691	-2509.319	76.6284	0.7860129	4.358231
6450	-2445.951	-2523.471	77.51982	0.9592231	3.750879
6456	-2442.148	-2520.736	78.58806	1.1819	2.992474
6462	-2438.405	-2514.963	76.55791	0.8870833	4.340954
6468	-2438.182	-2515.308	77.12603	1.011614	3.947065
6474	-2434.976	-2511.371	76.39502	0.713633	4.530494
6480	-2428.777	-2505.339	76.56154	0.8174629	4.378223
6486	-2437.352	-2514.684	77.33174	0.8745766	3.907723
6492	-2436.77	-2513.055	76.28537	0.8975565	4.488725
6498	-2429.169	-2506.029	76.86012	0.9861334	4.113403
6504	-2432.718	-2508.442	75.72466	1.046427	4.719738
6510	-2429.474	-2505.959	76.48435	0.773761	4.446396
6516	-2423.496	-2499.065	75.56947	0.7455449	4.97401
6522	-2423.46	-2499.627	76.16763	0.9742311	4.511825
6528	-2435.737	-2512.062	76.32559	0.9316772	4.446868
6534	-2429.345	-2506.272	76.92684	0.9039095	4.122223
6540	-2426.914	-2503.354	76.44022	0.8104027	4.450616
6546	-2421.232	-2497.335	76.10322	0.7074397	4.697601
6552	-2427.383	-2504.541	77.15759	0.9003054	3.992687
6558	-2420.689	-2497.815	77.12631	0.9315851	3.992687
6564	-2424.518	-2502.201	77.68292	0.9315851	3.6726
6570	-2426.181	-2503.655	77.47362	0.9340296	3.792032
6576	-2426.145	-2502.824	76.67838	0.8101997	4.316316
6582	-2425.007	-2501.331	76.32395	0.6693831	4.595251
6588	-2427.568	-2503.258	75.69064	0.6249945	4.973667
6594	-2432.707	-2509.014	76.3068	0.5799223	4.655013
6600	-2427.118	-2502.71	75.59164	0.6515809	5.013902
6606	-2432.987	-2509.966	76.97895	0.6887782	4.214848
6612	-2428.615	-2504.71	76.09486	0.8569956	4.618512
6618	-2425.37	-2501.585	76.21512	0.8511756	4.55429
6624	-2428.695	-2505.74	77.04452	0.7983762	4.115313
6630	-2429.204	-2505.837	76.63265	0.8089349	4.34288
6636	-2435.558	-2513.239	77.68144	0.8972959	3.693295
6642	-2432.891	-2508.946	76.05469	0.691175	4.733841
6648	-2433.985	-2509.405	75.41985	0.8300436	5.010192
6654	-2425.526	-2502.201	76.67563	0.9278534	4.251273
6660	-2433.819	-2509.978	76.15856	0.6450976	4.701514
6666	-2430.489	-2506.416	75.92733	0.6882962	4.806582
6672	-2434.52	-2511.051	76.53193	0.7358801	4.440932
6678	-2434.782	-2511.203	76.42114	0.8466658	4.440932
6684	-2436.245	-2511.803	75.55755	0.6755983	5.019496
6690	-2434.006	-2510.823	76.81672	0.8479726	4.216567
6696	-2430.183	-2506.965	76.78255	0.8374571	4.241906
6702	-2435.497	-2512.108	76.61103	0.7899744	4.3658
6708	-2430.818	-2507.153	76.33479	0.7865687	4.523351
6714	-2425.983	-2502.686	76.70325	0.7489245	4.336894
6720	-2421.568	-2498.29	76.72254	0.7296334	4.336894
6726	-2425.145	-2500.637	75.49216	0.6791403	5.053826
6732	-2425.058	-2501.506	76.4489	0.7520292	4.478594
6738	-2428.294	-2506.284	77.98972	1.094089	3.39928
6744	-2425.679	-2502.991	77.31217	0.9526532	3.874156
6750	-2432.461	-2509.48	77.01874	0.8844916	4.080953
6756	-2428.996	-2506.297	77.30113	0.8958451	3.91308
6762	-2432.462	-2508.919	76.45659	0.8844928	4.399618
6768	-2428.268	-2504.105	75.8379	0.725215	4.835876
6774	-2429.744	-2508.125	78.38094	0.9599736	3.247959
6780	-2425.749	-2503.138	77.38941	0.8926939	3.864232
6786	-2425.278	-2502.363	77.08465	0.9098798	4.028884
6792	-2423.722	-2499.437	75.71475	0.8878465	4.813856
6798	-2424.287	-2500.923	76.63651	0.8755953	4.303008
6804	-2431.318	-2507.959	76.64118	0.8709241	4.303008
6810	-2444.717	-2520.025	75.30806	0.6148637	5.191448
6816	-2438.567	-2515.287	76.71995	0.8868338	4.249398
6822	-2426.498	-2503.29	76.79162	0.8151718	4.249398
6828	-2430.53	-2507.14	76.61044	0.7847602	4.369079
6834	-2426.826	-2503.337	76.51087	0.8662193	4.379303
6840	-2427.942	-2503.534	75.59241	0.8681453	4.893033
6846	-2432.469	-2508.21	75.74138	0.7191709	4.893033
6852	-2427.724	-2504.196	76.47197	0.6695366	4.512023
6858	-2432.655	-2509.965	77.30989	0.7043212	4.017646
6864	-2426.043	-2502.354	76.31071	0.7545582	4.554869
6870	-2426.895	-2502.196	75.30156	0.6799161	5.159042
6876	-2432.186	-2507.229	75.04366	0.7912617	5.240113
6882	-2429.741	-2506.224	76.48326	0.6698582	4.505493
6888	-2431.291	-2507.062	75.77058	0.646036	4.917495
6894	-2431.594	-2508.616	77.02137	0.8435435	4.102777
6900	-2434.241	-2509.867	75.62635	0.7166225	4.958465
6906	-2430.868	-2508.261	77.39321	0.9126588	3.850583
6912	-2443.735	-2519.818	76.08296	0.9701126	4.561715
6918	-2438.053	-2514.398	76.34495	0.8356635	4.490026
6924	-2438.588	-2514.938	76.34977	0.8572942	4.475141
6930	-2442.457	-2518.937	76.4797	0.7701532	4.451044
6936	-2435.154	-2511.732	76.57813	0.6717298	4.451044
6942	-2434.803	-2511.445	76.64216	0.8162712	4.333362
6948	-2428.05	-2505.015	76.96497	0.7886292	4.166091
6954	-2427.723	-2504.727	77.00457	0.931172	4.062421
6960	-2438.13	-2514.7	76.57003	0.7943752	4.386463
6966	-2430.133	-2506.566	76.43222	0.6908721	4.522377
6972	-2424.798	-2501.938	77.14071	0.9000616	4.002475
6978	-2428.445	-2506.375	77.93007	0.9129849	3.539927
6984	-2431.59	-2507.96	76.36926	0.8162561	4.487269
6990	-2438.973	-2514.815	75.84128	0.786685	4.799695
6996	-2426.687	-2503.667	76.98081	0.9011266	4.093084
7002	-2429.143	-2505.952	76.80914	0.8086544	4.24316
7008	-2426.095	-2502.307	76.21181	0.7335037	4.622178
7014	-2426.682	-2503.06	76.37791	0.8728426	4.450537
7020	-2433.497	-2509.721	76.22458	0.8739422	4.536188
7026	-2437.784	-2513.977	76.19231	0.9062061	4.536188
7032	-2447.248	-2523.697	76.44835	0.8926456	4.39967
7038	-2438.245	-2513.635	75.3903	0.7094834	5.093493
7044	-2432.283	-2509.561	77.27745	0.6861889	4.046513
7050	-2447.461	-2523.619	76.15793	0.7372036	4.650303
7056	-2434.884	-2510.217	75.33326	0.7999367	5.074963
7062	-2440.316	-2515.62	75.30398	0.7152565	5.138129
7068	-2437.224	-2512.8	75.5761	0.8688255	4.901735
7074	-2435.086	-2511.981	76.89508	0.9220828	4.129954
7080	-2435.892	-2513.223	77.33179	0.8188371	3.939634
7086	-2437.242	-2513.593	76.3509	0.7787879	4.518669
7092	-2439.89	-2516.543	76.65335	0.8615795	4.301408
7098	-2441.304	-2518.204	76.90011	0.743243	4.228669
7104	-2438.352	-2515.753	77.40151	0.888555	3.859661
7110	-2442.139	-2519.399	77.2597	0.9235462	3.92095
7116	-2434.778	-2511.728	76.95056	0.7003712	4.224374
7122	-2436.036	-2513.06	77.02396	0.7711349	4.142509
7128	-2438.958	-2515.419	76.46163	0.884438	4.396809
7134	-2435.622	-2513.113	77.49119	0.8248251	3.844752
7140	-2432.554	-2508.746	76.19159	0.9193285	4.529221
7146	-2426.202	-2502.821	76.61966	0.8772243	4.31162
7152	-2432.491	-2508.84	76.34885	0.8630023	4.472447
7158	-2428.963	-2505.566	76.60312	0.7654359	4.38412
7164	-2429.317	-2505.919	76.60158	0.7400952	4.399285
7170	-2428.214	-2504.833	76.61827	0.8404347	4.333208
7176	-2431.813	-2508.392	76.57977	0.7799723	4.389096
7182	-2430.06	-2506.741	76.68102	0.9028534	4.262382
7188	-2425.701	-2502.615	76.91361	0.9082287	4.127295
7194	-2433.199	-2511.611	78.41235	0.9635094	3.227293
7200	-2428.795	-2504.942	76.14633	0.8747796	4.579658
7206	-2427.435	-2504.994	77.55891	0.7768506	3.833401
7212	-2429.067	-2506.254	77.18629	0.8794817	3.988187
7218	-2431.467	-2508.091	76.62406	0.6626845	4.430259
7224	-2431.787	-2508.523	76.73599	0.8133315	4.281945
7230	-2433.047	-2510.505	77.45807	0.8092296	3.872733
7236	-2425.344	-2501.508	76.16367	0.8424842	4.588054
7242	-2428.521	-2505.517	76.99542	0.8652099	4.105217
7248	-2432.959	-2510.112	77.1526	1.014534	3.930176
7254	-2426.176	-2503.345	77.16935	0.9640006	3.949527
7260	-2426.798	-2503.045	76.24677	0.7765487	4.57842
7266	-2437.018	-2513.389	76.3704	0.6677652	4.570086
7272	-2435.776	-2511.511	75.73509	0.8048775	4.848781
7278	-2437.356	-2513.376	76.02026	0.6674796	4.766318
7284	-2438.537	-2515.969	77.43211	0.8068245	3.889014
7290	-2439.618	-2516.928	77.30937	0.8533032	3.932734
7296	-2434.982	-2512.84	77.85786	0.8560225	3.615009
7302	-2434.237	-2509.789	75.55189	0.7368429	4.988618
7308	-2428.615	-2505.572	76.95708	0.7527491	4.190952
7314	-2426.271	-2502.628	76.35673	0.7635947	4.52393
7320	-2425.765	-2501.481	75.71551	0.8688906	4.824005
7326	-2429.992	-2507.444	77.45214	0.8662487	3.843386
7332	-2427.589	-2504.335	76.74628	0.8958782	4.229349
7338	-2432.665	-2508.529	75.8632	0.8340972	4.760983
7344	-2433.433	-2508.552	75.1186	0.8141063	5.186034
7350	-2430.141	-2506.734	76.59332	0.5539422	4.508788
7356	-2435.652	-2511.97	76.31766	0.8296033	4.508788
7362	-2432.844	-2510.095	77.25124	0.843893	3.971395
7368	-2433.612	-2510.574	76.96144	0.7991558	4.162117
7374	-2432.273	-2508.687	76.41426	0.7729078	4.486337
7380	-2427.378	-2503.555	76.17711	0.8485943	4.577082
7386	-2429.5	-2506.331	76.83018	0.9527529	4.149422
7392	-2432.324	-2508.451	76.12722	0.9527529	4.546606
7398	-2444.194	-2519.335	75.14122	0.8769853	5.138701
7404	-2439.074	-2516.918	77.84346	1.202622	3.421383
7410	-2430.365	-2508.124	77.75893	0.9821844	3.599204
7416	-2425.817	-2502.399	76.58236	0.7781979	4.388631
7422	-2439.015	-2516.151	77.13672	0.8904496	4.010243
7428	-2436.988	-2512.857	75.86949	0.7241533	4.818847
7434	-2431.603	-2508.022	76.41847	0.9515587	4.383286
7440	-2429.715	-2506.485	76.77029	0.7719375	4.285961
7446	-2431.754	-2507.256	75.50285	0.6756037	5.049854
7452	-2432.376	-2508.057	75.68089	0.73884	4.915762
7458	-2433.865	-2509.863	75.99811	0.7453489	4.735183
7464	-2428.132	-2504.201	76.0688	0.783101	4.674516
7470	-2434.913	-2512.542	77.62989	0.9793899	3.675627
7476	-2431.593	-2508.571	76.97764	0.8892825	4.101634
7482	-2430.398	-2506.162	75.7643	0.7929005	4.839173
7488	-2433.213	-2508.788	75.57457	0.7946596	4.943863
7494	-2438.543	-2514.976	76.43311	0.8149223	4.452074
7500	-2441.377	-2517.213	75.83622	0.6786367	4.862782
7506	-2442.391	-2519.73	77.33901	0.7732274	3.96161
7512	-2439.123	-2515.004	75.88152	0.7680072	4.78766
7518	-2436.162	-2512.457	76.29463	0.6515173	4.621711
7524	-2440.533	-2517.763	77.23017	0.7299796	4.048501
7530	-2428.359	-2505.615	77.25517	0.707086	4.047298
7536	-2429.383	-2506.384	77.00082	0.9395168	4.059802
7542	-2422.067	-2498.785	76.71802	0.7601478	4.322205
7548	-2426.458	-2503.234	76.77543	0.7647079	4.287145
7554	-2436.097	-2511.99	75.89252	0.6741042	4.833922
7560	-2437.86	-2515.464	77.60394	1.008465	3.673815
7566	-2437.189	-2515.39	78.20108	0.900468	3.388878
7572	-2428.57	-2505.588	77.01783	0.7702885	4.146472
7578	-2432.378	-2509.185	76.80673	0.9050112	4.18987
7584	-2428.528	-2503.89	75.36209	0.6326906	5.151674
7590	-2438.498	-2516.352	77.85448	0.9387417	3.568927
7596	-2431.363	-2509.261	77.89761	0.9494286	3.53761
7602	-2429.861	-2507.681	77.81999	0.935296	3.590973
7608	-2436.381	-2513.921	77.54073	0.8651342	3.793057
7614	-2433.08	-2510.34	77.26034	0.9412087	3.910457
7620	-2433.437	-2509.062	75.62517	0.8476368	4.886209
7626	-2432.268	-2508.447	76.17848	0.9793768	4.50283
7632	-2433.005	-2508.782	75.77714	0.6923824	4.888038
7638	-2433.187	-2509.173	75.98605	0.653841	4.793039
7644	-2433.472	-2509.794	76.32216	0.8880141	4.473389
7650	-2434.297	-2511.113	76.81549	0.7756041	4.258288
7656	-2436.047	-2512.633	76.5862	0.7801605	4.385357
7662	-2440.984	-2518.911	77.92761	0.8573505	3.573725
7668	-2438.541	-2516.293	77.75165	0.8640201	3.671927
7674	-2437.169	-2514.072	76.90361	0.8818994	4.147957
7680	-2433.414	-2510.584	77.17024	0.9720537	3.944408
7686	-2444.589	-2522.008	77.41879	0.7235027	3.944408
7692	-2437.681	-2513.028	75.3475	0.7476168	5.096083
7698	-2440.366	-2515.316	74.94994	0.7076461	5.33804
7704	-2440.057	-2515.009	74.95141	0.7061798	5.33804
7710	-2430.104	-2507.618	77.51426	0.8867575	3.795851
7716	-2422.719	-2499.341	76.62255	0.7863607	4.361336
7722	-2427.343	-2503.87	76.52717	0.7286507	4.447684
7728	-2426.822	-2503.636	76.81474	0.848724	4.217266
7734	-2432.058	-2507.413	75.35568	0.6456757	5.148032
7740	-2433.293	-2510.485	77.19168	0.7203172	4.075957
7746	-2439.413	-2516.777	77.36441	0.9586398	3.840704
7752	-2438.231	-2516.192	77.96101	1.001912	3.470026
7758	-2438.166	-2514.858	76.69197	0.7532699	4.340816
7764	-2432.907	-2509.175	76.26779	0.6859593	4.617448
7770	-2435.43	-2511.964	76.53422	0.8669802	4.365691
7776	-2434.536	-2511.862	77.32612	0.9080496	3.89175
7782	-2434.524	-2511.994	77.47052	0.8913057	3.818409
7788	-2433.787	-2510.291	76.50415	0.6333609	4.514272
7794	-2431.794	-2507.492	75.69859	0.6506196	4.954998
7800	-2438.594	-2516.56	77.96579	1.165092	3.371665
7806	-2437.245	-2515.401	78.1557	1.161878	3.261747
7812	-2453.569	-2530.659	77.09042	0.8664141	4.050392
7818	-2449.671	-2525.298	75.6274	0.6428516	4.998884
7824	-2445.856	-2523.224	77.36775	0.8630612	3.893673
7830	-2436.216	-2514.752	78.53644	1.036868	3.110071
7836	-2435.348	-2512.457	77.10888	0.8267841	4.062464
7842	-2430.731	-2507.518	76.78778	0.7049771	4.313954
7848	-2426.282	-2503.847	77.56467	0.8832022	3.768851
7854	-2429.636	-2506.419	76.78304	0.9030612	4.204421
7860	-2433.197	-2509.734	76.53704	0.8759151	4.359055
7866	-2439.5	-2517.131	77.63116	0.922215	3.707956
7872	-2430.013	-2505.876	75.86288	0.7992478	4.780626
7878	-2424.369	-2501.188	76.81899	0.8214038	4.230349
7884	-2426.793	-2503.8	77.00712	0.79215	4.140134
7890	-2436.398	-2513.378	76.98065	1.01385	4.0289
7896	-2437.691	-2514.246	76.55502	0.901562	4.334403
7902	-2439.76	-2517.145	77.38532	0.7727719	3.935359
7908	-2439.514	-2517.112	77.59836	0.9702702	3.699139
7914	-2431.545	-2508.542	76.9972	0.8273943	4.125726
7920	-2432.68	-2509.548	76.86788	0.837152	4.193679
7926	-2434.909	-2511.368	76.45887	0.8321082	4.427876
7932	-2431.238	-2507.9	76.66196	0.7538367	4.357449
7938	-2425.026	-2501.569	76.54273	0.7298195	4.43826
7944	-2428.371	-2505.074	76.70293	0.8112455	4.301834
7950	-2437.071	-2513.839	76.76814	0.7711693	4.287617
7956	-2439.307	-2515.337	76.03003	0.7798891	4.698015
7962	-2429.051	-2506.094	77.04262	0.959929	4.024304
7968	-2434.35	-2511.614	77.26353	0.8956103	3.934757
7974	-2428.658	-2504.489	75.83063	0.741594	4.830799
7980	-2428.476	-2504.87	76.39349	0.7809968	4.493476
7986	-2420.143	-2497.016	76.87289	0.7804484	4.223008
7992	-2417.329	-2494.365	77.0356	0.8717232	4.07862
7998	-2424.531	-2501.773	77.24254	0.9134223	3.936581
8004	-2420.681	-2496.892	76.21081	0.7388567	4.619741
8010	-2422.227	-2499.055	76.82829	0.8588037	4.203857
8016	-2431.698	-2509.053	77.35504	0.8701218	3.896918
8022	-2430.632	-2508.477	77.84442	0.897947	3.598474
8028	-2429.87	-2507.743	77.8722	0.9498071	3.552183
8034	-2427.997	-2505.658	77.66069	0.9035489	3.701676
8040	-2426.805	-2504.631	77.8258	0.9477431	3.580364
8046	-2434.456	-2511.652	77.19538	0.8673401	3.989929
8052	-2438.051	-2516.112	78.06169	1.025682	3.397193
8058	-2438.307	-2516.14	77.83297	1.143069	3.462356
8064	-2435.938	-2511.396	75.45744	0.7635345	5.026254
8070	-2424.697	-2500.947	76.24908	0.7070756	4.6161
8076	-2427.344	-2503.535	76.1919	0.7699361	4.612914
8082	-2429.504	-2505.629	76.1247	0.8721287	4.59329
8088	-2431.898	-2508.525	76.62646	0.7430437	4.383583
8094	-2441.015	-2518.188	77.17291	0.8847592	3.992819
8100	-2426.931	-2503.296	76.36445	0.8485526	4.471795
8106	-2427.383	-2503.728	76.3447	0.8375757	4.48909
8112	-2434.235	-2510.422	76.18675	0.8512707	4.570165
8118	-2431.336	-2508.183	76.84754	0.9157597	4.160583
8124	-2422.534	-2498.935	76.40121	0.8219252	4.466093
8130	-2425.261	-2501.774	76.51242	0.8047073	4.413134
8136	-2423.533	-2499.768	76.23496	0.8126317	4.564795
8142	-2432.762	-2509.224	76.46123	0.58636	4.564795
8148	-2429.067	-2506.273	77.20628	0.8479678	3.994774
8154	-2427.214	-2502.976	75.76216	0.7212234	4.880318
