Iteration	Posterior	Likelihood	Prior	rate_log_sd	tree_length
2730	-2421.336	-2498.625	77.28855	0.8979032	3.919106
2736	-2427.995	-2505.255	77.25978	0.8406068	3.968388
2742	-2426.583	-2503.785	77.20233	0.8980571	3.968388
2748	-2428.806	-2505	76.19372	0.8023526	4.593711
2754	-2429.098	-2505.683	76.58475	0.7840526	4.383979
2760	-2430.191	-2506.684	76.49316	0.8636709	4.390736
2766	-2427.263	-2503.244	75.9811	0.768525	4.731735
2772	-2434.504	-2511.189	76.68497	0.768525	4.336148
2778	-2425.914	-2502.151	76.23759	0.9385595	4.492536
2784	-2432.934	-2508.638	75.70413	0.7365904	4.904077
2790	-2429.152	-2504.799	75.64725	0.6080575	5.007186
2796	-2431.384	-2507.491	76.10705	0.8327016	4.625299
2802	-2428.964	-2506.145	77.18035	0.9114388	3.973311
2808	-2430.576	-2507.248	76.67175	0.8484697	4.298415
2814	-2435.532	-2512.746	77.21415	0.924113	3.946713
2820	-2430.688	-2506.732	76.04405	0.7583188	4.702238
2826	-2434.544	-2510.673	76.12848	0.700828	4.687162
2832	-2438.15	-2515.393	77.24297	0.8883989	3.950659
2838	-2433.052	-2509.254	76.20185	0.8490211	4.562951
2844	-2433.15	-2508.186	75.03611	0.8177953	5.229617
2850	-2435.37	-2512.365	76.99474	0.8593026	4.108968
2856	-2425.962	-2504.086	78.12412	0.9110773	3.427761
2862	-2428.196	-2504.762	76.56546	0.980461	4.283871
2868	-2437.209	-2514.457	77.24791	0.8698816	3.958431
2874	-2432.749	-2508.589	75.84064	0.9041846	4.734418
2880	-2431.104	-2508.199	77.09465	0.9422529	4.004687
2886	-2427.258	-2503.928	76.6702	0.9402958	4.247297
2892	-2438.387	-2514.968	76.58025	0.7358406	4.413718
2898	-2436.279	-2512.64	76.36051	0.7689894	4.518776
2904	-2436.2	-2512.523	76.32342	0.8275113	4.506725
2910	-2434.467	-2511.152	76.68512	0.6843504	4.383602
2916	-2421.939	-2499.563	77.62458	0.6998889	3.839893
2922	-2430.329	-2507.768	77.43915	0.8853137	3.839893
2928	-2434.832	-2511.973	77.14045	0.9257453	3.987943
2934	-2435.367	-2511.624	76.25677	0.7319449	4.597839
2940	-2424.266	-2500.189	75.92325	0.7906458	4.751707
2946	-2428.009	-2503.785	75.77598	0.7362382	4.864253
2952	-2429.929	-2506.68	76.75099	0.8374013	4.259819
2958	-2435.103	-2510.566	75.46293	0.7588161	5.025828
2964	-2433.092	-2509.223	76.13152	1.005504	4.514541
2970	-2429.831	-2506.324	76.4932	0.653835	4.508914
2976	-2428.921	-2505.244	76.32324	0.8986979	4.46677
2982	-2431.338	-2506.63	75.2919	0.6014361	5.207817
2988	-2431.486	-2506.814	75.32803	0.8412294	5.054958
2994	-2426.391	-2504.183	77.79236	0.7533477	3.712389
3000	-2430.361	-2506.351	75.98915	0.6436711	4.796989
3006	-2424.795	-2500.351	75.55637	0.6926244	5.010693
3012	-2430.332	-2506.23	75.89821	0.7372939	4.795489
3018	-2438.132	-2514.542	76.40989	0.71988	4.518623
3024	-2431.838	-2508.151	76.3125	0.9395775	4.449794
3030	-2434.187	-2510.953	76.76603	0.8507127	4.243759
3036	-2443.619	-2520.863	77.24427	0.919215	3.932267
3042	-2441.733	-2518.339	76.60579	0.8307572	4.345726
3048	-2433.285	-2509.723	76.43838	0.7903773	4.462927
3054	-2433.004	-2510.196	77.19159	0.980346	3.92743
3060	-2440.75	-2516.98	76.23037	0.849088	4.546899
3066	-2444.839	-2521.886	77.04727	0.9223391	4.043106
3072	-2436.812	-2511.773	74.96087	0.6887183	5.342454
3078	-2430.218	-2506.228	76.00997	0.724203	4.740373
3084	-2424.65	-2500.823	76.17318	0.6465683	4.692516
3090	-2428.585	-2506.397	77.81124	0.9253045	3.601855
3096	-2436.84	-2513.515	76.67418	0.8888866	4.274167
3102	-2436.13	-2512.602	76.47182	0.7538292	4.46468
3108	-2440.318	-2517.146	76.82803	0.7311039	4.276393
3114	-2437.875	-2514.756	76.88049	0.7638212	4.228128
3120	-2438.509	-2514.026	75.51673	0.6940071	5.031935
3126	-2431.298	-2507.802	76.50411	0.8219404	4.408101
3132	-2434.834	-2512.184	77.35024	0.9015458	3.881641
3138	-2442.844	-2519.527	76.68295	1.119686	4.138218
3144	-2433.419	-2511.163	77.74343	1.022958	3.584524
3150	-2442.652	-2520.676	78.02369	1.022958	3.421056
3156	-2440.631	-2517.076	76.44479	0.8173542	4.444122
3162	-2432.213	-2508.372	76.15861	0.7469357	4.644468
3168	-2434.565	-2511.429	76.86402	0.8024474	4.215564
3174	-2434.806	-2510.86	76.05452	0.9223074	4.604507
3180	-2433.264	-2509.511	76.24743	0.7294002	4.604507
3186	-2438.094	-2514.76	76.66563	0.6869452	4.393138
3192	-2424.467	-2501.531	77.06436	0.9399665	4.023289
3198	-2425.228	-2501.801	76.57257	0.6321182	4.476479
3204	-2424.202	-2500.74	76.53771	0.8001184	4.401456
3210	-2429.017	-2505.44	76.42264	0.8001184	4.466303
3216	-2425.533	-2501.097	75.56367	0.7418401	4.979291
3222	-2422.77	-2498.681	75.91018	0.839394	4.731766
3228	-2424.97	-2502.008	77.0375	0.8523596	4.088574
3234	-2427.422	-2504.525	77.10342	0.850249	4.052197
3240	-2423.396	-2499.858	76.46255	0.8989548	4.3881
3246	-2428.683	-2504.728	76.04529	0.7201204	4.722911
3252	-2420.829	-2497.146	76.31767	0.8216278	4.513265
3258	-2426.61	-2502.867	76.25702	0.8005843	4.55917
3264	-2428.476	-2505.048	76.57143	0.6844962	4.447626
3270	-2429.403	-2505.077	75.67374	0.7391843	4.91955
3276	-2436.182	-2514.09	77.90846	1.075796	3.457559
3282	-2441.582	-2517.722	76.14035	0.9392528	4.546818
3288	-2438.351	-2516.294	77.94299	1.045596	3.455025
3294	-2430.466	-2507.183	76.71713	1.046545	4.160369
3300	-2435.992	-2512.368	76.37584	0.8465119	4.466533
3306	-2433.535	-2508.584	75.04887	0.6655316	5.306689
3312	-2437.211	-2512.608	75.39739	0.5402119	5.183325
3318	-2437.722	-2512.869	75.1476	0.6485126	5.261559
3324	-2431.088	-2506.766	75.67759	0.6594569	4.961762
3330	-2433.275	-2510.254	76.97881	0.8936718	4.098468
3336	-2436.108	-2512.915	76.80748	0.8429101	4.224682
3342	-2432.11	-2507.93	75.82033	0.7383588	4.838344
3348	-2428.995	-2505.348	76.35279	0.8435332	4.481187
3354	-2422.821	-2499.989	77.16766	0.7289561	4.084724
3360	-2422.234	-2499.309	77.0745	0.8221158	4.084724
3366	-2425.205	-2503.69	78.48467	1.038907	3.139676
3372	-2425.581	-2503.081	77.49995	1.110247	3.675094
3378	-2422.315	-2499.389	77.07352	0.8134813	4.0902
3384	-2426.768	-2503.855	77.08669	0.8003132	4.0902
3390	-2426.557	-2505.038	78.48074	0.987949	3.172283
3396	-2425.316	-2502.174	76.85766	0.8741518	4.178472
3402	-2431.56	-2508.21	76.65021	0.646901	4.424418
3408	-2428.765	-2504.129	75.36424	0.6232319	5.155723
3414	-2430.606	-2507.459	76.85313	0.9222081	4.153741
3420	-2435.256	-2511.568	76.31268	0.8688961	4.489484
3426	-2423.312	-2499.595	76.28309	0.7988501	4.545503
3432	-2428.295	-2504.7	76.40413	0.7184389	4.52267
3438	-2426.345	-2503.038	76.69279	0.8627584	4.278419
3444	-2421.528	-2497.434	75.90604	0.6789009	4.823707
3450	-2431.989	-2508.688	76.69913	0.8262735	4.295486
3456	-2428.835	-2505.826	76.9901	0.9174683	4.078483
3462	-2427.497	-2504.688	77.19088	0.9325716	3.955194
3468	-2430.323	-2507.379	77.05653	0.8478726	4.080284
3474	-2436.433	-2512.712	76.27822	0.6396542	4.637563
3480	-2431.183	-2506.834	75.65115	0.8726883	4.857773
3486	-2429.727	-2506.084	76.35705	0.8803447	4.458062
3492	-2435.061	-2511.909	76.84817	0.8332269	4.20709
3498	-2439.321	-2516.904	77.5832	0.9054718	3.74532
3504	-2436.51	-2512.461	75.95074	0.8891356	4.681249
3510	-2439.653	-2517.6	77.94628	0.9145139	3.529597
3516	-2429.519	-2506.987	77.46829	0.8913362	3.81967
3522	-2441.386	-2518.424	77.03767	0.7778989	4.130865
3528	-2430.461	-2506.747	76.28614	0.7664297	4.561999
3534	-2424.693	-2501.586	76.89298	0.932163	4.125413
3540	-2432.479	-2508.154	75.67509	0.9191402	4.818522
3546	-2436.788	-2513.434	76.64692	0.6854898	4.404516
3552	-2437.812	-2514.349	76.53693	0.6643735	4.478382
3558	-2440.886	-2517.045	76.15909	0.81568	4.605664
3564	-2440.677	-2517.035	76.35809	0.7799944	4.513949
3570	-2440.912	-2516.689	75.77669	0.8750132	4.786448
3576	-2439.01	-2515.944	76.93405	0.7935209	4.180879
3582	-2427.431	-2503.962	76.53099	0.7392263	4.439574
3588	-2434.923	-2512.464	77.54061	0.9380728	3.751087
3594	-2432.08	-2508.633	76.55314	0.7142024	4.441197
3600	-2431.881	-2508.939	77.05881	0.8259326	4.091484
3606	-2428.126	-2505.376	77.2498	0.8695238	3.957554
3612	-2438.821	-2515.791	76.97015	0.51841	4.316327
3618	-2437.171	-2513.291	76.12027	0.7472985	4.665742
3624	-2435.637	-2513.118	77.48047	0.7716368	3.881456
3630	-2430.081	-2507.982	77.90153	1.076635	3.461117
3636	-2433.228	-2511.114	77.88562	1.026909	3.499438
3642	-2422.923	-2499.498	76.57473	0.8007878	4.38019
3648	-2420.586	-2496.498	75.91209	0.8007878	4.752278
3654	-2428.3	-2505.228	76.92854	0.8243906	4.166474
3660	-2424.675	-2501.856	77.18015	0.8308928	4.019456
3666	-2436.803	-2514.82	78.01683	1.038928	3.415718
3672	-2436.998	-2513.109	76.11051	0.7966882	4.643543
3678	-2434.594	-2511.373	76.7792	0.8502691	4.236542
3684	-2433.499	-2511.982	78.483	1.214165	3.036109
3690	-2429.667	-2507.558	77.89101	1.04688	3.484643
3696	-2427.19	-2505.303	78.11293	1.011761	3.3753
3702	-2429.396	-2507.166	77.77021	1.092282	3.52861
3708	-2431.721	-2509.969	78.2478	0.8657157	3.381858
3714	-2426.825	-2503.172	76.3465	0.68244	4.575264
3720	-2428.055	-2503.518	75.46332	0.8108052	4.996733
3726	-2428.125	-2505.02	76.89501	0.7778791	4.211916
3732	-2434.89	-2511.779	76.8889	0.783351	4.21228
3738	-2432.383	-2508.706	76.32213	0.8237115	4.509583
3744	-2434.388	-2510.51	76.12104	0.8560351	4.604368
3750	-2437.6	-2514.523	76.92328	0.9892752	4.075638
3756	-2437.434	-2513.261	75.82726	0.7977206	4.801362
3762	-2435.523	-2510.869	75.34601	0.8284183	5.05209
3768	-2433.471	-2510.255	76.78347	0.8652471	4.225629
3774	-2427.629	-2504.14	76.51099	0.836474	4.396023
3780	-2425.667	-2502.237	76.56962	0.7966336	4.385417
3786	-2423.757	-2501.5	77.74269	0.8814621	3.667014
3792	-2427.056	-2504.349	77.29301	0.916917	3.905655
3798	-2430.43	-2507.687	77.25635	0.8738012	3.951355
3804	-2438.082	-2513.685	75.60306	0.7302239	4.963854
3810	-2433.885	-2510.048	76.16366	0.7666241	4.630607
3816	-2437.015	-2513.004	75.98833	0.9251748	4.640007
3822	-2428.71	-2507.021	78.3105	0.9245721	3.310404
3828	-2430.61	-2507.607	76.99711	0.9043695	4.081949
3834	-2437.945	-2515.079	77.13361	1.038432	3.927367
3840	-2441.295	-2517.914	76.61866	0.7236619	4.398923
3846	-2438.267	-2514.054	75.7865	0.8702204	4.783642
3852	-2436.431	-2513.315	76.88349	0.7625223	4.227161
3858	-2432.565	-2508.503	75.93741	0.7025487	4.793003
3864	-2430.063	-2506.67	76.60732	0.7952434	4.36492
3870	-2429.158	-2505.83	76.67192	0.7680332	4.343804
3876	-2431.077	-2508.521	77.44328	0.9695016	3.789074
3882	-2437.936	-2515.635	77.69962	0.9856181	3.631622
3888	-2431.417	-2508.845	77.42796	0.9936165	3.784006
3894	-2429.127	-2507.47	78.3426	0.9912496	3.252134
3900	-2423.537	-2500.544	77.00697	0.8292863	4.119094
3906	-2433.417	-2509.243	75.82601	0.7969372	4.802496
3912	-2428.723	-2504.468	75.74489	0.8780569	4.802496
3918	-2429.49	-2505.206	75.71596	0.7069178	4.914012
3924	-2426.667	-2502.921	76.25398	0.672073	4.632978
3930	-2424.57	-2501.631	77.06085	0.8434941	4.080318
3936	-2428.062	-2505.24	77.17827	0.8537262	4.007488
3942	-2430.556	-2506.173	75.61655	0.8718578	4.877516
3948	-2430.078	-2506.444	76.36538	0.8578894	4.466018
3954	-2429.837	-2505.838	76.00056	0.9470218	4.620909
3960	-2428.018	-2505.148	77.12965	0.7364367	4.102112
3966	-2426.896	-2503.817	76.9212	0.9448851	4.102112
3972	-2430.393	-2507.049	76.65583	0.7435963	4.366692
3978	-2425.725	-2502.286	76.56103	0.8619656	4.353384
3984	-2425.5	-2502.816	77.31608	1.00641	3.841029
3990	-2428.444	-2505.015	76.57175	0.6933835	4.442438
3996	-2431.17	-2507.576	76.40528	0.859852	4.442438
4002	-2430.063	-2506.929	76.86626	0.7848151	4.224292
4008	-2435.933	-2511.103	75.16989	0.6912327	5.225628
4014	-2436.638	-2514.093	77.45458	0.8844148	3.831538
4020	-2434.993	-2511.328	76.33448	0.7949171	4.518831
4026	-2445.198	-2520.504	75.30617	0.748401	5.118553
4032	-2428.19	-2504.462	76.27208	0.8518468	4.52191
4038	-2426.925	-2503.729	76.80399	0.8487511	4.223345
4044	-2431.463	-2507.593	76.13004	0.8002628	4.630596
4050	-2440.181	-2515.511	75.32982	0.7708798	5.092985
4056	-2441.501	-2518.87	77.36857	0.9096351	3.866471
4062	-2433.497	-2511.178	77.68169	0.9583426	3.65782
4068	-2433.464	-2510.337	76.87276	0.7379579	4.247169
4074	-2436.305	-2514.29	77.98421	1.176971	3.353873
4080	-2439.385	-2514.983	75.59809	0.9515153	4.84341
4086	-2433.977	-2512.238	78.26105	1.120469	3.223946
4092	-2430.61	-2508.856	78.2461	1.106095	3.241292
4098	-2432.173	-2510.497	78.32392	1.088943	3.205391
4104	-2441.112	-2519.208	78.0962	0.8709697	3.467543
4110	-2443.002	-2521.266	78.26481	1.02152	3.280186
4116	-2444.743	-2521.938	77.1954	0.8325041	4.009823
4122	-2439.312	-2517.485	78.17347	0.9027943	3.403703
4128	-2441.601	-2519.206	77.60474	0.8908856	3.741309
4134	-2439.727	-2517.235	77.50809	1.026776	3.718652
4140	-2433.826	-2511.823	77.99767	1.004104	3.447312
4146	-2429.621	-2507.421	77.80022	0.9767616	3.578364
4152	-2429.137	-2507.046	77.90892	0.9883328	3.508351
4158	-2430.892	-2508.25	77.35886	0.8148143	3.926431
4164	-2436.153	-2513.095	76.94271	0.9575894	4.082622
4170	-2427.397	-2504.675	77.27769	0.6978933	4.039699
4176	-2428.584	-2504.939	76.35526	0.6978933	4.561672
4182	-2433.944	-2510.367	76.42386	0.6670632	4.540458
4188	-2434.949	-2511.202	76.2532	0.8377177	4.540458
4194	-2434.526	-2511.199	76.67309	0.8141342	4.317084
4200	-2438.296	-2514.81	76.51385	0.7584873	4.438379
4206	-2432.712	-2508.21	75.49781	0.5754555	5.108193
4212	-2429.921	-2505.332	75.41148	0.8200647	5.020385
4218	-2430.849	-2506.806	75.95731	0.7334133	4.764654
4224	-2427.89	-2504.578	76.68774	0.8255681	4.302329
4230	-2423.535	-2500.169	76.6339	0.7160032	4.394643
4236	-2429.709	-2505.447	75.73818	0.7611523	4.87143
4242	-2433.478	-2510.222	76.74374	0.8918739	4.23306
4248	-2430.795	-2507.896	77.10078	0.8918739	4.029954
4254	-2424.577	-2501.334	76.75667	0.9454871	4.195309
4260	-2425.028	-2501.86	76.83228	0.9378531	4.1567
4266	-2427.959	-2505.306	77.34693	0.994939	3.829887
4272	-2424.956	-2501.263	76.30728	0.8021865	4.530035
4278	-2427.114	-2503.953	76.83944	0.7648302	4.250824
4284	-2433.007	-2508.515	75.50821	0.8395063	4.955826
4290	-2427.807	-2504.926	77.11871	0.7562947	4.097034
4296	-2429.478	-2505.534	76.05655	0.6308185	4.766526
4302	-2436.789	-2511.649	74.86038	0.7029662	5.390001
4308	-2432.1	-2508.359	76.25831	0.8093251	4.553538
4314	-2431.34	-2506.933	75.59271	0.8464489	4.904946
4320	-2438.252	-2515.555	77.30341	0.6613788	4.045855
4326	-2427.515	-2505.644	78.12879	0.9513382	3.401436
4332	-2428.644	-2506.641	77.99732	0.8307052	3.548679
4338	-2431.875	-2508.887	77.01229	0.9418816	4.051912
4344	-2445.456	-2520.663	75.20683	0.8274669	5.129789
4350	-2436.451	-2513.678	77.22684	0.9310188	3.935495
4356	-2428.992	-2505.47	76.47785	0.7540084	4.461181
4362	-2440.148	-2514.886	74.73764	0.8165229	5.395067
4368	-2435.151	-2511.707	76.55681	0.8231583	4.377681
4374	-2435.615	-2511.287	75.67211	0.8231583	4.873695
4380	-2433.013	-2509.414	76.40079	0.8523199	4.449214
4386	-2435.115	-2511.787	76.67194	0.5811645	4.449214
4392	-2435.655	-2512.185	76.52995	0.8336154	4.386938
4398	-2428.816	-2505.283	76.46717	0.7521239	4.468253
4404	-2429.345	-2504.726	75.3808	0.639051	5.137788
4410	-2439.704	-2516.688	76.9843	0.7897905	4.154446
4416	-2437.729	-2513.192	75.46348	0.6891053	5.064208
4422	-2436.949	-2512.68	75.73047	0.6208249	4.953839
4428	-2431.838	-2508.484	76.6459	0.7261328	4.382155
4434	-2436.162	-2511.184	75.0217	0.5697068	5.374533
4440	-2430.991	-2507.602	76.61069	0.7957666	4.362726
4446	-2434.973	-2511.21	76.23783	0.8779775	4.526473
4452	-2440.456	-2518.496	78.04038	0.9221316	3.470263
4458	-2429.955	-2507.111	77.15515	0.889318	4.000361
4464	-2432.748	-2509.414	76.66601	0.8816403	4.282894
4470	-2445.916	-2521.219	75.30326	0.6762722	5.160115
4476	-2440.517	-2515.322	74.80508	0.8710059	5.327834
4482	-2429.048	-2505.954	76.90613	0.9198001	4.124966
4488	-2440.114	-2517.247	77.13246	0.9770351	3.963177
4494	-2430.905	-2506.23	75.32503	0.7563192	5.103715
4500	-2430.863	-2507.577	76.71413	0.7033295	4.356511
4506	-2425.335	-2502.459	77.12382	0.8633888	4.033063
4512	-2428.303	-2504.576	76.27359	0.6594911	4.629035
4518	-2427.001	-2503.159	76.15818	0.7539944	4.640753
4524	-2433.881	-2511.379	77.4977	0.8236994	3.841658
4530	-2437.495	-2515.84	78.34575	0.9730908	3.261
4536	-2431.003	-2507.837	76.83485	0.8137984	4.225665
4542	-2427.243	-2504.391	77.14814	0.9321386	3.979894
4548	-2429.746	-2505.993	76.24752	0.7863459	4.572501
4554	-2439.239	-2514.029	74.78956	0.7191181	5.420125
4560	-2436.718	-2512.722	76.00402	0.7833696	4.710619
4566	-2438.545	-2515.688	77.14294	0.8106056	4.052268
4572	-2437.285	-2514.605	77.3205	0.9894891	3.848211
4578	-2430.405	-2507.15	76.74438	0.9177713	4.218009
4584	-2431.149	-2507.5	76.35135	0.7891254	4.512601
4590	-2438.151	-2514.365	76.21436	0.9261167	4.512601
4596	-2434.178	-2511.869	77.69113	0.8570949	3.710932
4602	-2447.219	-2524.494	77.27513	1.034602	3.848361
4608	-2437.958	-2514.222	76.26366	0.8441668	4.530956
4614	-2432.543	-2508.595	76.05254	0.8065249	4.670504
4620	-2437.242	-2514.675	77.43335	0.8700181	3.852016
4626	-2432.085	-2509.456	77.37111	0.8884187	3.877197
4632	-2442.843	-2518.512	75.66948	0.7273705	4.928494
4638	-2445.386	-2521.378	75.99246	0.6283908	4.80367
4644	-2430.269	-2506.142	75.87241	0.7919525	4.779376
4650	-2430.581	-2506.581	75.99981	0.6645556	4.779376
4656	-2433.24	-2508.709	75.4682	0.6115137	5.104617
4662	-2432.473	-2509.494	77.02088	0.7349257	4.164841
4668	-2438.688	-2514.89	76.20201	0.8142804	4.582368
4674	-2434.419	-2511.169	76.75038	0.7657312	4.300739
4680	-2440.116	-2516.386	76.26915	0.8601681	4.518875
4686	-2422.748	-2499.447	76.69906	0.7960474	4.31262
4692	-2423.213	-2499.391	76.17731	0.7960474	4.606455
4698	-2432.156	-2507.686	75.52946	0.8418464	4.942709
4704	-2439.593	-2515.017	75.42353	0.9018807	4.968233
4710	-2439.714	-2516.389	76.67536	0.9771823	4.22346
4716	-2437.642	-2515.267	77.62517	1.012825	3.659001
4722	-2433.774	-2512.268	78.49343	1.010714	3.151228
4728	-2428.698	-2506.209	77.51021	0.9360774	3.769765
4734	-2428.686	-2506.264	77.57836	0.8679275	3.769765
4740	-2423.114	-2499.835	76.72148	0.8510465	4.268805
4746	-2428.091	-2504.231	76.14013	0.6517933	4.708082
4752	-2428.422	-2503.559	75.13659	0.7197371	5.228279
4758	-2433.475	-2509.784	76.3087	0.7944363	4.533594
4764	-2435.131	-2512.065	76.93431	0.7154285	4.225047
4770	-2443.016	-2520.49	77.47401	0.8707724	3.82821
4776	-2441.499	-2518.036	76.53724	0.6901626	4.463687
4782	-2439.928	-2516.858	76.9293	0.8475359	4.15289
4788	-2432.709	-2509.941	77.2321	1.097955	3.836682
4794	-2431.899	-2508.674	76.7747	0.8869452	4.218296
4800	-2436.119	-2513.857	77.73847	0.8137116	3.708647
4806	-2432.433	-2508.092	75.65899	0.8326852	4.875695
4812	-2432.674	-2509.887	77.21346	0.8711615	3.977408
4818	-2438.778	-2515.569	76.79042	0.9488219	4.174249
4824	-2430.162	-2507.545	77.38258	0.8401287	3.898324
4830	-2434.192	-2511.735	77.5429	0.9371235	3.750314
4836	-2434.841	-2511.652	76.81046	0.8921363	4.195059
4842	-2429.941	-2506.859	76.91748	0.7851189	4.195059
4848	-2423.668	-2499.397	75.72919	0.7367805	4.890018
4854	-2427.865	-2504.069	76.20391	0.7697716	4.606273
4860	-2425.743	-2502.023	76.27996	0.7239326	4.589322
4866	-2431.554	-2507.823	76.26956	0.7343325	4.589322
4872	-2431.343	-2507.8	76.45672	0.6228324	4.546844
4878	-2428.897	-2505.188	76.29102	0.7660379	4.55948
4884	-2423.999	-2500.333	76.33383	0.8191135	4.50559
4890	-2421.322	-2497.776	76.45413	0.698811	4.50559
4896	-2426.505	-2503.343	76.83762	0.8459102	4.205881
4902	-2437.679	-2513.355	75.67557	0.8572003	4.852796
4908	-2430.094	-2505.989	75.8943	0.8532811	4.732878
4914	-2425.599	-2500.44	74.84141	0.6324654	5.439288
4920	-2431.383	-2506.588	75.20557	0.7779313	5.157918
4926	-2434.436	-2512.004	77.56847	0.8307524	3.796885
4932	-2431.596	-2508.408	76.81231	0.8144811	4.238058
4938	-2435.869	-2512.608	76.73926	0.8875395	4.238058
4944	-2432.986	-2510.901	77.91496	1.055159	3.465816
4950	-2435.336	-2512.516	77.17968	0.7813052	4.048028
4956	-2436.49	-2513.205	76.71564	0.8966202	4.246295
4962	-2433.923	-2510.225	76.30267	0.7195555	4.579037
4968	-2435.593	-2511.184	75.59175	0.8331196	4.912899
4974	-2442.774	-2518.153	75.37967	0.8080372	5.04472
4980	-2433.337	-2509.827	76.49053	0.6348455	4.521094
4986	-2434.125	-2510.326	76.20102	0.6914321	4.651806
4992	-2430.698	-2507.335	76.63743	0.7908664	4.35039
4998	-2428.501	-2505.095	76.59391	0.7061342	4.422764
5004	-2423.817	-2500.585	76.7682	0.77619	4.284736
5010	-2437.386	-2514.543	77.15637	0.8628572	4.014783
5016	-2436.491	-2514.528	78.03722	0.8844369	3.494115
5022	-2437.984	-2514.701	76.71745	0.99335	4.190403
5028	-2432.666	-2509.892	77.2265	0.9092126	3.948175
5034	-2428.629	-2505.9	77.27134	0.8643735	3.948175
5040	-2427.163	-2503.661	76.49716	0.7532565	4.450728
5046	-2423.376	-2499.493	76.11711	0.6444405	4.725069
5052	-2425.541	-2501.001	75.45963	0.673339	5.075089
5058	-2433.93	-2510.412	76.48151	1.006687	4.316532
5064	-2432.302	-2509.501	77.19901	0.6732447	4.098599
5070	-2429.516	-2506.241	76.72463	0.814416	4.287766
5076	-2427.932	-2505.759	77.82768	0.8816889	3.617629
5082	-2426.537	-2502.585	76.04792	0.7414254	4.709525
5088	-2422.374	-2499.787	77.41263	0.7512285	3.932053
5094	-2428.965	-2506.12	77.15457	0.8592126	4.017893
5100	-2438.502	-2516.282	77.77958	1.019201	3.565694
5106	-2438.895	-2514.723	75.82871	0.9537748	4.713362
5112	-2436.51	-2513.974	77.46429	0.9024262	3.815594
5118	-2433.413	-2511.211	77.79816	0.8394866	3.659203
5124	-2429.747	-2506.642	76.89505	0.8330208	4.180597
5130	-2431.766	-2508.785	77.01844	0.8435179	4.104462
5136	-2429.557	-2506.676	77.11854	0.7057157	4.125923
5142	-2423.36	-2500.405	77.04469	0.9427242	4.032947
5148	-2422.11	-2498.855	76.74537	0.7713072	4.300424
5154	-2426.144	-2503.303	77.15824	0.9631914	3.956347
5160	-2427.869	-2504.677	76.80812	0.7042349	4.302865
5166	-2431.996	-2507.178	75.18179	0.7253812	5.200162
5172	-2435.64	-2512.589	76.9495	0.7976157	4.169778
5178	-2434.27	-2509.981	75.71069	0.7915979	4.869785
5184	-2435.622	-2511.729	76.10638	0.7009991	4.699436
5190	-2439.972	-2515.652	75.68088	0.8018293	4.880693
5196	-2437.149	-2512.352	75.2028	0.5549513	5.282751
5202	-2433.674	-2511.127	77.45222	0.8188972	3.870541
5208	-2435.488	-2512.919	77.4302	1.017217	3.769115
5214	-2430.477	-2507.619	77.14199	0.9765861	3.957985
5220	-2436.487	-2512.982	76.49418	0.782257	4.436072
5226	-2437.502	-2514.986	77.48351	0.9437074	3.780756
5232	-2434.118	-2511.104	76.98575	0.9139516	4.082965
5238	-2433.604	-2511.431	77.82649	1.021751	3.53691
5244	-2429.021	-2506.361	77.33943	0.8383448	3.92408
5250	-2430.654	-2508.382	77.72776	0.9489841	3.636548
5256	-2430.612	-2507.594	76.98145	0.8411311	4.126874
5262	-2430.49	-2508.267	77.77636	0.8880288	3.643709
5268	-2431.163	-2508.972	77.80956	0.8548327	3.643709
5274	-2429.065	-2506.502	77.43724	0.875843	3.846437
5280	-2428.312	-2505.789	77.47754	0.9980105	3.752889
5286	-2429.733	-2504.914	75.18114	0.7272768	5.199471
5292	-2439.555	-2516.645	77.08954	0.7447044	4.120239
5298	-2438.211	-2516.048	77.8373	0.869864	3.618906
5304	-2433.861	-2510.087	76.22641	0.812338	4.569759
5310	-2435.76	-2512.576	76.81651	0.8999685	4.187179
5316	-2434.878	-2510.688	75.81014	0.9200208	4.742615
5322	-2429.124	-2506.862	77.73783	0.9656008	3.621075
5328	-2432.93	-2509.97	77.03969	0.9027768	4.05859
5334	-2428.4	-2506.098	77.69866	0.9180045	3.671351
5340	-2424.869	-2501.77	76.90071	0.7287714	4.236533
5346	-2429.566	-2506.832	77.26664	0.9468858	3.903588
5352	-2431.786	-2508.841	77.0551	0.8490415	4.080435
5358	-2432.844	-2509.073	76.22874	0.805741	4.572154
5364	-2436.608	-2511.799	75.19073	0.5613183	5.2859
5370	-2435.753	-2512.504	76.75124	0.7785101	4.293024
5376	-2432.764	-2509.348	76.58366	0.793234	4.379413
5382	-2442.712	-2519.127	76.41485	1.00387	4.3558
5388	-2444.207	-2520.64	76.43356	0.7749376	4.474331
5394	-2446.179	-2521.966	75.78665	0.9005846	4.766605
5400	-2447.222	-2524.989	77.76693	0.8895764	3.648279
5406	-2455.653	-2533.824	78.17097	0.9957537	3.350615
5412	-2443.011	-2521.31	78.29878	0.8416456	3.366062
5418	-2439.58	-2515.78	76.20001	0.881674	4.545646
5424	-2436.379	-2513.784	77.40566	1.011448	3.786579
5430	-2435.194	-2512.869	77.67475	0.9172199	3.685639
5436	-2432.867	-2510.599	77.7319	0.929428	3.645482
5442	-2429.95	-2506.389	76.43839	0.6821613	4.523803
